site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
AREQ 02FEB09 2002.1081 52314 1152 6  -71.5    769  0.252809  -1821157 -0.840455  2491 -2.110949  0.0610 0.000833 0.000743 0.003043  0.003496  0.072830  0.004851 -16.4655168439  -71.4927961152  2488.88905
AREQ 02FEB10 2002.1109 52315 1153 0  -71.5    769  0.257237  -1821157 -0.839799  2491 -2.109732  0.0610 0.000937 0.000880 0.003621 -0.009445  0.093320  0.004352 -16.4655168379  -71.4927960737  2488.89027
AREQ 02FEB11 2002.1136 52316 1153 1  -71.5    769  0.254877  -1821157 -0.841510  2491 -2.109106  0.0610 0.000952 0.000844 0.003567  0.002736  0.103115  0.029169 -16.4655168534  -71.4927960958  2488.89089
AREQ 02FEB12 2002.1164 52317 1153 2  -71.5    769  0.256159  -1821157 -0.845337  2491 -2.103721  0.0610 0.000842 0.000760 0.003109  0.012550  0.079895  0.031237 -16.4655168880  -71.4927960838  2488.89628
AREQ 02FEB13 2002.1191 52318 1153 3  -71.5    769  0.254697  -1821157 -0.842010  2491 -2.105915  0.0610 0.000882 0.000817 0.003292 -0.015684  0.048385  0.018539 -16.4655168579  -71.4927960975  2488.89408
AREQ 02FEB14 2002.1218 52319 1153 4  -71.5    769  0.255925  -1821157 -0.843540  2491 -2.099955  0.0610 0.001021 0.000896 0.003848 -0.001507  0.116654  0.057087 -16.4655168717  -71.4927960860  2488.90005
AREQ 02FEB15 2002.1246 52320 1153 5  -71.5    769  0.252715  -1821157 -0.841140  2491 -2.100715  0.0610 0.000991 0.000866 0.003735  0.025239  0.171651  0.050388 -16.4655168501  -71.4927961160  2488.89928
AREQ 02FEB16 2002.1273 52321 1153 6  -71.5    769  0.255240  -1821157 -0.842954  2491 -2.104082  0.0610 0.000940 0.000824 0.003553  0.055512  0.146214  0.071150 -16.4655168664  -71.4927960924  2488.89592
AREQ 02FEB17 2002.1300 52322 1154 0  -71.5    769  0.256807  -1821157 -0.841399  2491 -2.096464  0.0610 0.000967 0.000872 0.003670 -0.006184  0.002773 -0.011213 -16.4655168524  -71.4927960777  2488.90354
AREQ 02FEB18 2002.1328 52323 1154 1  -71.5    769  0.258095  -1821157 -0.846602  2491 -2.103362  0.0610 0.000852 0.000782 0.003328  0.002212 -0.005709  0.028896 -16.4655168994  -71.4927960656  2488.89664
AREQ 02FEB19 2002.1355 52324 1154 2  -71.5    769  0.256694  -1821157 -0.844462  2491 -2.102686  0.0610 0.000824 0.000747 0.003127  0.017953  0.031225  0.016565 -16.4655168801  -71.4927960788  2488.89731
AREQ 02FEB20 2002.1383 52325 1154 3  -71.5    769  0.256869  -1821157 -0.846850  2491 -2.106177  0.0610 0.000885 0.000828 0.003391  0.029316  0.093926 -0.010626 -16.4655169017  -71.4927960771  2488.89382
AREQ 02FEB21 2002.1410 52326 1154 4  -71.5    769  0.256115  -1821157 -0.843216  2491 -2.102813  0.0610 0.000901 0.000786 0.003461  0.041107  0.073651  0.023306 -16.4655168688  -71.4927960842  2488.89719
AREQ 02FEB22 2002.1437 52327 1154 5  -71.5    769  0.257275  -1821157 -0.845205  2491 -2.100888  0.0610 0.000977 0.000844 0.003613  0.058718  0.014900  0.008885 -16.4655168868  -71.4927960733  2488.89911
AREQ 02FEB23 2002.1465 52328 1154 6  -71.5    769  0.256159  -1821157 -0.844988  2491 -2.109586  0.0610 0.000886 0.000790 0.003400  0.022572  0.049191  0.046367 -16.4655168848  -71.4927960838  2488.89041
AREQ 02FEB24 2002.1492 52329 1155 0  -71.5    769  0.255526  -1821157 -0.846140  2491 -2.104574  0.0610 0.000883 0.000795 0.003333  0.005366  0.038609 -0.012206 -16.4655168952  -71.4927960897  2488.89543
AREQ 02FEB25 2002.1520 52330 1155 1  -71.5    769  0.255478  -1821157 -0.844801  2491 -2.103904  0.0610 0.000866 0.000800 0.003343  0.004755  0.066272  0.073742 -16.4655168831  -71.4927960902  2488.89610
AREQ 02FEB26 2002.1547 52331 1155 2  -71.5    769  0.252978  -1821157 -0.842399  2491 -2.091915  0.0610 0.000863 0.000802 0.003309  0.002231 -0.004742  0.050246 -16.4655168614  -71.4927961136  2488.90808
AREQ 02FEB27 2002.1574 52332 1155 3  -71.5    769  0.254742  -1821157 -0.846211  2491 -2.103790  0.0610 0.000909 0.000889 0.003603  0.027515  0.067738  0.040746 -16.4655168959  -71.4927960970  2488.89621
AREQ 02FEB28 2002.1602 52333 1155 4  -71.5    769  0.251835  -1821157 -0.844139  2491 -2.106642  0.0610 0.000898 0.000809 0.003430  0.015681  0.028940  0.049773 -16.4655168772  -71.4927961243  2488.89336
AREQ 02MAR01 2002.1629 52334 1155 5  -71.5    769  0.253845  -1821157 -0.845272  2491 -2.104239  0.0610 0.000829 0.000800 0.003305 -0.000206  0.029564  0.046495 -16.4655168874  -71.4927961054  2488.89576
AREQ 02MAR02 2002.1656 52335 1155 6  -71.5    769  0.256289  -1821157 -0.843892  2491 -2.097697  0.0610 0.000962 0.000862 0.003582  0.069476  0.104811  0.064432 -16.4655168749  -71.4927960826  2488.90230
AREQ 02MAR03 2002.1684 52336 1156 0  -71.5    769  0.255563  -1821157 -0.843024  2491 -2.105204  0.0610 0.000864 0.000795 0.003279  0.007437  0.017425  0.040358 -16.4655168671  -71.4927960894  2488.89480
AREQ 02MAR04 2002.1711 52337 1156 1  -71.5    769  0.254091  -1821157 -0.844453  2491 -2.106435  0.0610 0.001025 0.000895 0.003664  0.019955  0.062698  0.082046 -16.4655168800  -71.4927961031  2488.89357
AREQ 02MAR06 2002.1766 52339 1156 3  -71.5    769  0.254955  -1821157 -0.843445  2491 -2.094876  0.0610 0.001091 0.000984 0.004271  0.014215  0.019953  0.034706 -16.4655168709  -71.4927960950  2488.90512
AREQ 02MAR07 2002.1793 52340 1156 4  -71.5    769  0.253568  -1821157 -0.844932  2491 -2.102993  0.0610 0.000866 0.000783 0.003298  0.036918 -0.005096  0.076515 -16.4655168843  -71.4927961080  2488.89701
AREQ 02MAR08 2002.1821 52341 1156 5  -71.5    769  0.254438  -1821157 -0.844227  2491 -2.101018  0.0610 0.000913 0.000859 0.003514  0.034828  0.090872  0.079383 -16.4655168779  -71.4927960999  2488.89898
AREQ 02MAR09 2002.1848 52342 1156 6  -71.5    769  0.253594  -1821157 -0.842848  2491 -2.099739  0.0610 0.000975 0.000881 0.003709  0.055106  0.111635  0.103340 -16.4655168655  -71.4927961078  2488.90026
AREQ 02MAR10 2002.1875 52343 1157 0  -71.5    769  0.253115  -1821157 -0.845308  2491 -2.098040  0.0610 0.000890 0.000795 0.003282  0.055416  0.043622  0.076429 -16.4655168877  -71.4927961123  2488.90196
AREQ 02MAR11 2002.1903 52344 1157 1  -71.5    769  0.256210  -1821157 -0.845011  2491 -2.100684  0.0610 0.000881 0.000851 0.003445  0.013850 -0.000179  0.088678 -16.4655168850  -71.4927960833  2488.89932
AREQ 02MAR12 2002.1930 52345 1157 2  -71.5    769  0.255298  -1821157 -0.846992  2491 -2.096334  0.0610 0.001273 0.001190 0.004966  0.085835 -0.033847 -0.003622 -16.4655169029  -71.4927960918  2488.90367
AREQ 02MAR13 2002.1958 52346 1157 3  -71.5    769  0.255839  -1821157 -0.850393  2491 -2.105425  0.0610 0.001122 0.001062 0.004373  0.050112  0.041341  0.151697 -16.4655169337  -71.4927960868  2488.89458
AREQ 02MAR14 2002.1985 52347 1157 4  -71.5    769  0.255006  -1821157 -0.844734  2491 -2.096950  0.0610 0.000946 0.000857 0.003452  0.077460  0.050197 -0.009697 -16.4655168825  -71.4927960946  2488.90305
AREQ 02MAR15 2002.2012 52348 1157 5  -71.5    769  0.255556  -1821157 -0.844538  2491 -2.103076  0.0610 0.000956 0.000857 0.003466  0.057319 -0.036706  0.032590 -16.4655168808  -71.4927960894  2488.89692
AREQ 02MAR16 2002.2040 52349 1157 6  -71.5    769  0.254761  -1821157 -0.843696  2491 -2.089060  0.0610 0.000930 0.000840 0.003417  0.073452  0.058127  0.020164 -16.4655168731  -71.4927960969  2488.91094
AREQ 02MAR17 2002.2067 52350 1158 0  -71.5    769  0.252071  -1821157 -0.845908  2491 -2.109589  0.0610 0.000963 0.000879 0.003597  0.039231  0.022063  0.026153 -16.4655168931  -71.4927961221  2488.89041
AREQ 02MAR18 2002.2094 52351 1158 1  -71.5    769  0.253334  -1821157 -0.844031  2491 -2.103809  0.0610 0.000995 0.000907 0.003600  0.048589 -0.015681  0.022302 -16.4655168762  -71.4927961102  2488.89619
AREQ 02MAR19 2002.2122 52352 1158 2  -71.5    769  0.253577  -1821157 -0.841700  2491 -2.099496  0.0610 0.001020 0.000888 0.003691  0.039378 -0.002738  0.033580 -16.4655168551  -71.4927961080  2488.90050
AREQ 02MAR20 2002.2149 52353 1158 3  -71.5    769  0.254615  -1821157 -0.845927  2491 -2.097499  0.0610 0.000978 0.000860 0.003532  0.072647  0.000798  0.020672 -16.4655168933  -71.4927960982  2488.90250
AREQ 02MAR21 2002.2177 52354 1158 4  -71.5    769  0.253239  -1821157 -0.844441  2491 -2.103342  0.0610 0.000903 0.000813 0.003326  0.021421 -0.037827  0.032874 -16.4655168799  -71.4927961111  2488.89666
AREQ 02MAR22 2002.2204 52355 1158 5  -71.5    769  0.253857  -1821157 -0.845071  2491 -2.104203  0.0610 0.000902 0.000809 0.003307  0.033392 -0.009437  0.017719 -16.4655168856  -71.4927961053  2488.89580
AREQ 02MAR23 2002.2231 52356 1158 6  -71.5    769  0.253089  -1821157 -0.846705  2491 -2.099228  0.0610 0.000922 0.000804 0.003227  0.073996  0.075652  0.011330 -16.4655169003  -71.4927961125  2488.90077
AREQ 02MAR24 2002.2259 52357 1159 0  -71.5    769  0.254937  -1821157 -0.845643  2491 -2.100865  0.0610 0.000901 0.000797 0.003356  0.020000  0.074633  0.018487 -16.4655168907  -71.4927960952  2488.89913
AREQ 02MAR25 2002.2286 52358 1159 1  -71.5    769  0.252420  -1821157 -0.843234  2491 -2.097367  0.0610 0.000851 0.000746 0.003052  0.012221  0.034987  0.019572 -16.4655168690  -71.4927961188  2488.90263
AREQ 02MAR26 2002.2313 52359 1159 2  -71.5    769  0.256834  -1821157 -0.843516  2491 -2.104426  0.0610 0.000957 0.000772 0.003315  0.051631  0.083123  0.072668 -16.4655168715  -71.4927960775  2488.89557
AREQ 02MAR27 2002.2341 52360 1159 3  -71.5    769  0.254635  -1821157 -0.848234  2491 -2.097064  0.0610 0.000980 0.000849 0.003658  0.054966  0.132028  0.062643 -16.4655169142  -71.4927960980  2488.90294
AREQ 02MAR28 2002.2368 52361 1159 4  -71.5    769  0.255381  -1821157 -0.846976  2491 -2.083034  0.0610 0.001023 0.000901 0.003710 -0.007333  0.005583 -0.016021 -16.4655169028  -71.4927960911  2488.91697
AREQ 02MAR29 2002.2396 52362 1159 5  -71.5    769  0.260699  -1821157 -0.844281  2491 -2.098887  0.0610 0.001792 0.001625 0.006277 -0.072137  0.102636 -0.054991 -16.4655168784  -71.4927960413  2488.90111
AREQ 02AUG27 2002.6530 52513 1181 2  -71.5    769  0.240109  -1821157 -0.856714  2491 -2.092020  0.0610 0.001000 0.000941 0.004441  0.051103  0.025982  0.063325 -16.4655169908  -71.4927962341  2488.90798
AREQ 02AUG28 2002.6557 52514 1181 3  -71.5    769  0.241224  -1821157 -0.855329  2491 -2.099683  0.0610 0.000978 0.000920 0.004255  0.097093  0.003197  0.056271 -16.4655169783  -71.4927962236  2488.90032
AREQ 02AUG29 2002.6585 52515 1181 4  -71.5    769  0.239580  -1821157 -0.853937  2491 -2.095992  0.0610 0.000990 0.000926 0.004324  0.073337 -0.039116  0.079103 -16.4655169657  -71.4927962390  2488.90401
AREQ 02AUG30 2002.6612 52516 1181 5  -71.5    769  0.242790  -1821157 -0.855432  2491 -2.089918  0.0610 0.001043 0.000925 0.004399  0.076597 -0.050146  0.033233 -16.4655169792  -71.4927962090  2488.91008
AREQ 02AUG31 2002.6639 52517 1181 6  -71.5    769  0.239982  -1821157 -0.856305  2491 -2.096717  0.0610 0.001057 0.001025 0.004830  0.007956 -0.017169  0.102864 -16.4655169871  -71.4927962353  2488.90328
AREQ 02SEP01 2002.6667 52518 1182 0  -71.5    769  0.240283  -1821157 -0.855612  2491 -2.102342  0.0610 0.000978 0.000890 0.004109  0.096303 -0.000014  0.027153 -16.4655169808  -71.4927962325  2488.89766
AREQ 02SEP02 2002.6694 52519 1182 1  -71.5    769  0.242238  -1821157 -0.857351  2491 -2.100141  0.0610 0.000998 0.000920 0.004273  0.103633 -0.013646  0.076587 -16.4655169965  -71.4927962141  2488.89986
AREQ 02SEP03 2002.6721 52520 1182 2  -71.5    769  0.241519  -1821157 -0.856327  2491 -2.102420  0.0610 0.001075 0.001008 0.004673  0.077545  0.010160  0.052018 -16.4655169873  -71.4927962209  2488.89758
AREQ 02SEP04 2002.6749 52521 1182 3  -71.5    769  0.240601  -1821157 -0.855251  2491 -2.091687  0.0610 0.001066 0.000929 0.004381  0.080409  0.047393  0.013308 -16.4655169776  -71.4927962295  2488.90831
AREQ 02SEP05 2002.6776 52522 1182 4  -71.5    769  0.240596  -1821157 -0.855372  2491 -2.097640  0.0610 0.000986 0.000898 0.004138  0.102706 -0.029608  0.043510 -16.4655169787  -71.4927962295  2488.90236
AREQ 02SEP06 2002.6804 52523 1182 5  -71.5    769  0.241593  -1821157 -0.857341  2491 -2.098983  0.0610 0.001021 0.000920 0.004114  0.067352 -0.018357  0.059002 -16.4655169964  -71.4927962202  2488.90102
AREQ 02SEP07 2002.6831 52524 1182 6  -71.5    769  0.239206  -1821157 -0.854085  2491 -2.096220  0.0610 0.001047 0.001004 0.004565  0.043166  0.029239  0.079824 -16.4655169670  -71.4927962425  2488.90378
AREQ 02SEP08 2002.6858 52525 1183 0  -71.5    769  0.240906  -1821157 -0.860700  2491 -2.098880  0.0610 0.000995 0.000933 0.004405  0.017905 -0.080413  0.100460 -16.4655170268  -71.4927962266  2488.90112
AREQ 02SEP09 2002.6886 52526 1183 1  -71.5    769  0.239868  -1821157 -0.859001  2491 -2.094959  0.0610 0.000990 0.000950 0.004413 -0.013959 -0.008294  0.098388 -16.4655170114  -71.4927962363  2488.90504
AREQ 02SEP10 2002.6913 52527 1183 2  -71.5    769  0.240118  -1821157 -0.858061  2491 -2.101791  0.0610 0.000954 0.000874 0.004030  0.063669  0.032223  0.037851 -16.4655170030  -71.4927962340  2488.89821
AREQ 02SEP11 2002.6940 52528 1183 3  -71.5    769  0.239893  -1821157 -0.858418  2491 -2.097691  0.0610 0.000967 0.000887 0.004096  0.042612 -0.018758  0.036683 -16.4655170062  -71.4927962361  2488.90231
AREQ 02SEP12 2002.6968 52529 1183 4  -71.5    769  0.240009  -1821157 -0.858164  2491 -2.094623  0.0610 0.000965 0.000885 0.004085  0.058436 -0.000209  0.004136 -16.4655170039  -71.4927962350  2488.90538
AREQ 02SEP13 2002.6995 52530 1183 5  -71.5    769  0.238809  -1821157 -0.855561  2491 -2.096561  0.0610 0.001041 0.000968 0.004506  0.065990  0.087058  0.089909 -16.4655169804  -71.4927962462  2488.90344
AREQ 02SEP14 2002.7023 52531 1183 6  -71.5    769  0.238657  -1821157 -0.856262  2491 -2.101150  0.0610 0.000963 0.000901 0.004130  0.073131  0.000484  0.056953 -16.4655169867  -71.4927962477  2488.89885
AREQ 02SEP15 2002.7050 52532 1184 0  -71.5    769  0.239150  -1821157 -0.855221  2491 -2.096545  0.0610 0.001007 0.000966 0.004374  0.059724  0.062974  0.073192 -16.4655169773  -71.4927962431  2488.90346
AREQ 02SEP16 2002.7077 52533 1184 1  -71.5    769  0.238483  -1821157 -0.856605  2491 -2.096534  0.0610 0.001029 0.000948 0.004362  0.061062  0.036922  0.082567 -16.4655169898  -71.4927962493  2488.90347
AREQ 02SEP17 2002.7105 52534 1184 2  -71.5    769  0.237625  -1821157 -0.857858  2491 -2.100474  0.0610 0.001095 0.000999 0.004519  0.019874  0.018375  0.042506 -16.4655170011  -71.4927962573  2488.89953
AREQ 02SEP18 2002.7132 52535 1184 3  -71.5    769  0.239708  -1821157 -0.857516  2491 -2.097036  0.0610 0.001080 0.000948 0.004417  0.052584  0.082125  0.004611 -16.4655169980  -71.4927962378  2488.90296
AREQ 02SEP19 2002.7159 52536 1184 4  -71.5    769  0.239225  -1821157 -0.856373  2491 -2.094334  0.0610 0.001037 0.000936 0.004183  0.069449  0.059291  0.037717 -16.4655169877  -71.4927962424  2488.90567
AREQ 02SEP20 2002.7187 52537 1184 5  -71.5    769  0.239386  -1821157 -0.855067  2491 -2.098079  0.0610 0.001025 0.000976 0.004332  0.077652  0.032916  0.009574 -16.4655169759  -71.4927962408  2488.90192
AREQ 02SEP21 2002.7214 52538 1184 6  -71.5    769  0.235640  -1821157 -0.853999  2491 -2.101580  0.0610 0.001116 0.001036 0.004739  0.005921  0.005582  0.041699 -16.4655169662  -71.4927962759  2488.89842
AREQ 02SEP22 2002.7242 52539 1185 0  -71.5    769  0.238880  -1821157 -0.855466  2491 -2.094713  0.0610 0.001075 0.000963 0.004486  0.030392  0.005028  0.063949 -16.4655169795  -71.4927962456  2488.90529
AREQ 02SEP23 2002.7269 52540 1185 1  -71.5    769  0.239074  -1821157 -0.853425  2491 -2.098177  0.0610 0.000968 0.000875 0.004040  0.073513  0.025179  0.043474 -16.4655169611  -71.4927962438  2488.90182
AREQ 02SEP24 2002.7296 52541 1185 2  -71.5    769  0.238908  -1821157 -0.855414  2491 -2.100088  0.0610 0.001062 0.000984 0.004490  0.007151  0.008027  0.072810 -16.4655169790  -71.4927962453  2488.89991
AREQ 02SEP25 2002.7324 52542 1185 3  -71.5    769  0.239176  -1821157 -0.853991  2491 -2.096923  0.0610 0.001112 0.001033 0.004737  0.014558  0.040085  0.133535 -16.4655169662  -71.4927962428  2488.90308
AREQ 02SEP26 2002.7351 52543 1185 4  -71.5    769  0.238311  -1821157 -0.853720  2491 -2.096788  0.0610 0.001070 0.000987 0.004490  0.027781  0.024553  0.091964 -16.4655169637  -71.4927962509  2488.90321
AREQ 02SEP27 2002.7379 52544 1185 5  -71.5    769  0.236757  -1821157 -0.853786  2491 -2.094933  0.0610 0.001121 0.001050 0.004844 -0.013428  0.034868  0.129019 -16.4655169643  -71.4927962655  2488.90507
AREQ 02SEP28 2002.7406 52545 1185 6  -71.5    769  0.238072  -1821157 -0.854112  2491 -2.094223  0.0610 0.001091 0.001031 0.004609  0.037278  0.065572  0.094781 -16.4655169673  -71.4927962532  2488.90578
AREQ 02SEP29 2002.7433 52546 1186 0  -71.5    769  0.236933  -1821157 -0.854893  2491 -2.100016  0.0610 0.001098 0.001031 0.004691 -0.000560  0.036195  0.095548 -16.4655169743  -71.4927962638  2488.89998
AREQ 02SEP30 2002.7461 52547 1186 1  -71.5    769  0.236588  -1821157 -0.852832  2491 -2.098230  0.0610 0.001115 0.001004 0.004658 -0.014453  0.005138  0.073516 -16.4655169557  -71.4927962671  2488.90177
AREQ 02OCT01 2002.7488 52548 1186 2  -71.5    769  0.237798  -1821157 -0.852186  2491 -2.100996  0.0610 0.001015 0.000929 0.004278  0.040080  0.050368  0.074009 -16.4655169499  -71.4927962557  2488.89900
AREQ 02OCT02 2002.7515 52549 1186 3  -71.5    769  0.239605  -1821157 -0.854834  2491 -2.097588  0.0610 0.001082 0.001047 0.004804  0.042396 -0.028909  0.107886 -16.4655169738  -71.4927962388  2488.90241
AREQ 02OCT03 2002.7543 52550 1186 4  -71.5    769  0.240066  -1821157 -0.845904  2491 -2.099375  0.0610 0.001112 0.001006 0.004658 -0.023893  0.076110  0.058918 -16.4655168931  -71.4927962345  2488.90063
AREQ 02OCT04 2002.7570 52551 1186 5  -71.5    769  0.238801  -1821157 -0.853799  2491 -2.096966  0.0610 0.001045 0.000939 0.004400  0.073569  0.085727  0.116139 -16.4655169644  -71.4927962463  2488.90303
AREQ 02OCT05 2002.7598 52552 1186 6  -71.5    769  0.236700  -1821157 -0.855584  2491 -2.097766  0.0610 0.001073 0.000977 0.004501  0.057498  0.065663  0.021688 -16.4655169806  -71.4927962660  2488.90223
AREQ 02OCT06 2002.7625 52553 1187 0  -71.5    769  0.236297  -1821157 -0.854167  2491 -2.096397  0.0610 0.001001 0.000936 0.004284  0.057119  0.048454  0.084332 -16.4655169678  -71.4927962698  2488.90360
AREQ 02OCT07 2002.7652 52554 1187 1  -71.5    769  0.237889  -1821157 -0.853645  2491 -2.096587  0.0610 0.001024 0.000937 0.004301  0.043990  0.051220  0.046498 -16.4655169631  -71.4927962549  2488.90341
AREQ 02OCT08 2002.7680 52555 1187 2  -71.5    769  0.238429  -1821157 -0.854332  2491 -2.099281  0.0610 0.001022 0.000940 0.004350  0.031292  0.057275  0.062346 -16.4655169693  -71.4927962498  2488.90072
AREQ 02OCT09 2002.7707 52556 1187 3  -71.5    769  0.236262  -1821157 -0.850528  2491 -2.098062  0.0610 0.001104 0.001037 0.004826  0.009517  0.102569  0.080292 -16.4655169349  -71.4927962701  2488.90194
AREQ 02OCT10 2002.7734 52557 1187 4  -71.5    769  0.239234  -1821157 -0.851780  2491 -2.095020  0.0610 0.001045 0.000960 0.004366  0.046638  0.070634  0.065465 -16.4655169462  -71.4927962423  2488.90498
AREQ 02OCT11 2002.7762 52558 1187 5  -71.5    769  0.235651  -1821157 -0.851464  2491 -2.098166  0.0610 0.001156 0.001052 0.004862 -0.014535  0.048584  0.070328 -16.4655169433  -71.4927962758  2488.90183
AREQ 02OCT12 2002.7789 52559 1187 6  -71.5    769  0.236326  -1821157 -0.857958  2491 -2.098061  0.0610 0.001173 0.001152 0.005318  0.101005  0.089527  0.008507 -16.4655170020  -71.4927962695  2488.90194
AREQ 02OCT13 2002.7817 52560 1188 0  -71.5    769  0.233788  -1821157 -0.855022  2491 -2.101376  0.0610 0.001276 0.001225 0.005760  0.041413  0.079904  0.020782 -16.4655169755  -71.4927962933  2488.89862
AREQ 02OCT14 2002.7844 52561 1188 1  -71.5    769  0.235385  -1821157 -0.856481  2491 -2.098686  0.0610 0.001054 0.001004 0.004549  0.014157  0.026191  0.082412 -16.4655169887  -71.4927962783  2488.90131
AREQ 02OCT15 2002.7871 52562 1188 2  -71.5    769  0.238510  -1821157 -0.851439  2491 -2.098577  0.0610 0.001086 0.000982 0.004699  0.018556  0.040497  0.065481 -16.4655169431  -71.4927962491  2488.90142
AREQ 02OCT16 2002.7899 52563 1188 3  -71.5    769  0.235952  -1821157 -0.854174  2491 -2.099750  0.0610 0.001139 0.000984 0.004770  0.065867  0.062313  0.087397 -16.4655169678  -71.4927962730  2488.90025
AREQ 02OCT17 2002.7926 52564 1188 4  -71.5    769  0.235326  -1821157 -0.855048  2491 -2.093254  0.0610 0.001121 0.001013 0.004632  0.019524  0.044324  0.085366 -16.4655169757  -71.4927962789  2488.90675
AREQ 02OCT18 2002.7953 52565 1188 5  -71.5    769  0.235152  -1821157 -0.856300  2491 -2.098569  0.0610 0.001082 0.001019 0.004593  0.044267  0.032429 -0.014393 -16.4655169870  -71.4927962805  2488.90143
AREQ 02OCT19 2002.7981 52566 1188 6  -71.5    769  0.236157  -1821157 -0.851762  2491 -2.095203  0.0610 0.001055 0.000929 0.004379  0.045157  0.038840  0.080449 -16.4655169460  -71.4927962711  2488.90480
AREQ 02OCT20 2002.8008 52567 1189 0  -71.5    769  0.236283  -1821157 -0.852497  2491 -2.091559  0.0610 0.001031 0.000958 0.004441  0.044264  0.072224  0.055926 -16.4655169527  -71.4927962699  2488.90844
AREQ 02OCT21 2002.8036 52568 1189 1  -71.5    769  0.235843  -1821157 -0.855598  2491 -2.093706  0.0610 0.001113 0.001003 0.004666  0.029818  0.031161  0.077689 -16.4655169807  -71.4927962740  2488.90629
AREQ 02OCT22 2002.8063 52569 1189 2  -71.5    769  0.236928  -1821157 -0.857479  2491 -2.091733  0.0610 0.001130 0.001026 0.004724  0.012675 -0.007013  0.135354 -16.4655169977  -71.4927962639  2488.90827
AREQ 02OCT23 2002.8090 52570 1189 3  -71.5    769  0.232670  -1821157 -0.853841  2491 -2.092703  0.0610 0.001149 0.001046 0.004849 -0.003709  0.012896  0.112180 -16.4655169648  -71.4927963037  2488.90730
AREQ 02OCT24 2002.8118 52571 1189 4  -71.5    769  0.236917  -1821157 -0.854120  2491 -2.085448  0.0610 0.001102 0.001071 0.004955 -0.000696 -0.018740  0.130237 -16.4655169673  -71.4927962640  2488.91455
AREQ 02OCT25 2002.8145 52572 1189 5  -71.5    769  0.235983  -1821157 -0.855888  2491 -2.100458  0.0610 0.001087 0.001020 0.004702  0.049920  0.028412  0.055661 -16.4655169833  -71.4927962727  2488.89954
AREQ 02OCT26 2002.8172 52573 1189 6  -71.5    769  0.235257  -1821157 -0.849023  2491 -2.100275  0.0610 0.001081 0.000944 0.004571  0.062354  0.082949  0.077558 -16.4655169213  -71.4927962795  2488.89972
AREQ 02OCT27 2002.8200 52574 1190 0  -71.5    769  0.234127  -1821157 -0.847956  2491 -2.102057  0.0610 0.001070 0.000967 0.004700  0.050836  0.056790  0.102079 -16.4655169116  -71.4927962901  2488.89794
AREQ 02OCT28 2002.8227 52575 1190 1  -71.5    769  0.229740  -1821157 -0.852736  2491 -2.095347  0.0610 0.001058 0.000953 0.004601  0.046853  0.053718  0.104306 -16.4655169548  -71.4927963312  2488.90465
AREQ 02OCT29 2002.8255 52576 1190 2  -71.5    769  0.233773  -1821157 -0.853461  2491 -2.088940  0.0610 0.001017 0.000930 0.004390  0.044339  0.007815  0.092238 -16.4655169614  -71.4927962934  2488.91106
AREQ 02OCT30 2002.8282 52577 1190 3  -71.5    769  0.233645  -1821157 -0.851267  2491 -2.090386  0.0610 0.001103 0.000954 0.004665 -0.022867  0.016022  0.107085 -16.4655169416  -71.4927962946  2488.90961
AREQ 02OCT31 2002.8309 52578 1190 4  -71.5    769  0.234120  -1821157 -0.854655  2491 -2.088998  0.0610 0.001039 0.000917 0.004378  0.055311  0.037228  0.121750 -16.4655169722  -71.4927962902  2488.91100
AREQ 02NOV01 2002.8337 52579 1190 5  -71.5    769  0.234521  -1821157 -0.851366  2491 -2.095937  0.0610 0.001113 0.000989 0.004557  0.013070  0.034426  0.112124 -16.4655169425  -71.4927962864  2488.90406
AREQ 02NOV02 2002.8364 52580 1190 6  -71.5    769  0.237635  -1821157 -0.852152  2491 -2.095670  0.0610 0.001111 0.000980 0.004726 -0.004414  0.031849  0.128300 -16.4655169496  -71.4927962572  2488.90433
AREQ 02NOV03 2002.8392 52581 1191 0  -71.5    769  0.232593  -1821157 -0.852193  2491 -2.094526  0.0610 0.000992 0.000906 0.004371  0.043619 -0.029816  0.126200 -16.4655169499  -71.4927963045  2488.90547
AREQ 02NOV04 2002.8419 52582 1191 1  -71.5    769  0.233567  -1821157 -0.853170  2491 -2.092423  0.0610 0.000969 0.000887 0.004204  0.037652  0.002635  0.116911 -16.4655169588  -71.4927962953  2488.90758
AREQ 02NOV05 2002.8446 52583 1191 2  -71.5    769  0.234824  -1821157 -0.851822  2491 -2.102856  0.0610 0.000961 0.000864 0.004039  0.053254  0.019706  0.084997 -16.4655169466  -71.4927962836  2488.89714
AREQ 02NOV06 2002.8474 52584 1191 3  -71.5    769  0.236022  -1821157 -0.847174  2491 -2.101270  0.0610 0.001042 0.000919 0.004447 -0.001179  0.005099  0.121846 -16.4655169046  -71.4927962724  2488.89873
AREQ 02NOV07 2002.8501 52585 1191 4  -71.5    769  0.233654  -1821157 -0.852417  2491 -2.099904  0.0610 0.001037 0.000914 0.004370  0.050586  0.063950  0.112004 -16.4655169520  -71.4927962945  2488.90010
