site YYMMMDD yyyy.yyyy __MJD week d reflon _e0(m) __east(m) ____n0(m) _north(m) u0(m) ____up(m) _ant(m) sig_e(m) sig_n(m) sig_u(m) __corr_en __corr_eu __corr_nu _latitude(deg) _longitude(deg) __height(m)
AREQ 94FEB01 1994.0862 49384  734 2  -71.5    726  0.556965  -1821174 -0.614018  2491  0.391644  0.0610 0.001176 0.001028 0.004501  0.041401  0.036975  0.116767 -16.4656684165  -71.4931959471  2491.39164
AREQ 94FEB02 1994.0890 49385  734 3  -71.5    726  0.574232  -1821174 -0.630938  2491  0.408149  0.0610 0.001151 0.000977 0.004592 -0.000013  0.022142  0.151986 -16.4656685694  -71.4931957854  2491.40815
AREQ 94FEB03 1994.0917 49386  734 4  -71.5    726  0.564270  -1821174 -0.617355  2491  0.383586  0.0610 0.001049 0.000868 0.004188 -0.067430 -0.136573  0.073909 -16.4656684466  -71.4931958787  2491.38359
AREQ 94FEB04 1994.0945 49387  734 5  -71.5    726  0.550219  -1821174 -0.623852  2491  0.376599  0.0610 0.001363 0.001161 0.005427 -0.042730 -0.130222  0.145032 -16.4656685054  -71.4931960103  2491.37660
AREQ 94FEB06 1994.0999 49389  735 0  -71.5    726  0.585800  -1821174 -0.633650  2491  0.380227  0.0610 0.001308 0.000995 0.004518 -0.023247  0.060203  0.123484 -16.4656685939  -71.4931956771  2491.38023
AREQ 94FEB07 1994.1027 49390  735 1  -71.5    726  0.562545  -1821174 -0.619838  2491  0.387406  0.0610 0.001045 0.000872 0.003949 -0.031374 -0.043990 -0.030888 -16.4656684691  -71.4931958949  2491.38741
AREQ 94FEB08 1994.1054 49391  735 2  -71.5    726  0.577794  -1821174 -0.628817  2491  0.378067  0.0610 0.001153 0.000878 0.004079 -0.087496 -0.045851  0.038865 -16.4656685502  -71.4931957521  2491.37807
AREQ 94FEB09 1994.1081 49392  735 3  -71.5    726  0.568965  -1821174 -0.619400  2491  0.394367  0.0610 0.001287 0.000988 0.004705 -0.129342 -0.026893  0.107618 -16.4656684651  -71.4931958348  2491.39437
AREQ 94FEB10 1994.1109 49393  735 4  -71.5    726  0.584690  -1821174 -0.618559  2491  0.384770  0.0610 0.001369 0.001095 0.004797 -0.077851 -0.144702  0.123419 -16.4656684575  -71.4931956875  2491.38477
AREQ 94FEB11 1994.1136 49394  735 5  -71.5    726  0.580342  -1821174 -0.625121  2491  0.380066  0.0610 0.001094 0.000917 0.004375 -0.127127 -0.145071  0.035997 -16.4656685168  -71.4931957282  2491.38007
AREQ 94FEB12 1994.1164 49395  735 6  -71.5    726  0.584326  -1821174 -0.622451  2491  0.394314  0.0610 0.001052 0.000905 0.004057 -0.044027 -0.089842  0.023224 -16.4656684927  -71.4931956909  2491.39431
AREQ 94FEB13 1994.1191 49396  736 0  -71.5    726  0.575689  -1821174 -0.622723  2491  0.379844  0.0610 0.001167 0.000928 0.004258 -0.096664 -0.149540  0.047244 -16.4656684951  -71.4931957718  2491.37984
AREQ 94FEB14 1994.1218 49397  736 1  -71.5    726  0.577706  -1821174 -0.631377  2491  0.376494  0.0610 0.000987 0.000856 0.003799 -0.055223 -0.095843 -0.022024 -16.4656685734  -71.4931957529  2491.37649
AREQ 94FEB17 1994.1300 49400  736 4  -71.5    726  0.563493  -1821174 -0.618549  2491  0.377335  0.0610 0.001034 0.000862 0.003837 -0.079744 -0.169926 -0.027568 -16.4656684574  -71.4931958860  2491.37733
AREQ 94FEB18 1994.1328 49401  736 5  -71.5    726  0.562464  -1821174 -0.625880  2491  0.374109  0.0610 0.001056 0.000856 0.003835 -0.092278 -0.213680 -0.024369 -16.4656685237  -71.4931958956  2491.37411
AREQ 94FEB19 1994.1355 49402  736 6  -71.5    726  0.568290  -1821174 -0.620055  2491  0.363741  0.0610 0.001063 0.000867 0.003976 -0.031459 -0.171643 -0.001617 -16.4656684710  -71.4931958411  2491.36374
AREQ 94FEB20 1994.1383 49403  737 0  -71.5    726  0.561851  -1821174 -0.633031  2491  0.375391  0.0610 0.001229 0.001051 0.004583 -0.005224 -0.063519  0.071763 -16.4656685883  -71.4931959014  2491.37539
AREQ 94FEB21 1994.1410 49404  737 1  -71.5    726  0.584461  -1821174 -0.619545  2491  0.385672  0.0610 0.001148 0.000922 0.004265 -0.057180 -0.037613  0.053405 -16.4656684664  -71.4931956896  2491.38567
AREQ 94FEB22 1994.1437 49405  737 2  -71.5    726  0.578487  -1821174 -0.611687  2491  0.389230  0.0610 0.001592 0.000989 0.004722 -0.084850 -0.185209  0.111455 -16.4656683954  -71.4931957456  2491.38923
AREQ 94FEB23 1994.1465 49406  737 3  -71.5    726  0.576399  -1821174 -0.622716  2491  0.366923  0.0610 0.001254 0.000948 0.004418 -0.071758 -0.217353  0.038921 -16.4656684951  -71.4931957651  2491.36692
AREQ 94FEB24 1994.1492 49407  737 4  -71.5    726  0.570762  -1821174 -0.620669  2491  0.355587  0.0610 0.001448 0.001027 0.004519 -0.162582 -0.156695  0.070615 -16.4656684766  -71.4931958179  2491.35559
AREQ 94FEB25 1994.1520 49408  737 5  -71.5    726  0.577383  -1821174 -0.612728  2491  0.366759  0.0610 0.001319 0.001015 0.004774 -0.105055 -0.256114  0.095747 -16.4656684048  -71.4931957559  2491.36676
AREQ 94FEB26 1994.1547 49409  737 6  -71.5    726  0.629099  -1821174 -0.625509  2491  0.387150  0.0610 0.001614 0.001175 0.005031 -0.132676 -0.068794  0.201156 -16.4656685203  -71.4931952716  2491.38715
AREQ 94FEB27 1994.1574 49410  738 0  -71.5    726  0.593518  -1821174 -0.631912  2491  0.363944  0.0610 0.001500 0.001053 0.004946 -0.082049 -0.207466  0.114623 -16.4656685782  -71.4931956048  2491.36394
AREQ 94FEB28 1994.1602 49411  738 1  -71.5    726  0.578147  -1821174 -0.616666  2491  0.371842  0.0610 0.001318 0.000977 0.004810 -0.038465 -0.246826  0.022645 -16.4656684404  -71.4931957488  2491.37184
AREQ 94MAR01 1994.1629 49412  738 2  -71.5    726  0.568007  -1821174 -0.627058  2491  0.382240  0.0610 0.001139 0.000889 0.004154 -0.023540 -0.253675  0.008737 -16.4656685343  -71.4931958437  2491.38224
AREQ 94MAR02 1994.1656 49413  738 3  -71.5    726  0.567048  -1821174 -0.623817  2491  0.383369  0.0610 0.001091 0.000893 0.004311 -0.047820 -0.205315  0.006522 -16.4656685050  -71.4931958527  2491.38337
AREQ 94MAR03 1994.1684 49414  738 4  -71.5    726  0.567832  -1821174 -0.619848  2491  0.384736  0.0610 0.001159 0.000895 0.004218 -0.045089 -0.234254 -0.046167 -16.4656684692  -71.4931958454  2491.38474
AREQ 94MAR04 1994.1711 49415  738 5  -71.5    726  0.573187  -1821174 -0.617402  2491  0.369335  0.0610 0.001180 0.000990 0.004595 -0.183142 -0.288958  0.109885 -16.4656684471  -71.4931957952  2491.36934
AREQ 94MAR05 1994.1739 49416  738 6  -71.5    726  0.572019  -1821174 -0.622437  2491  0.362890  0.0610 0.001149 0.000949 0.004157 -0.167024 -0.115407 -0.041841 -16.4656684926  -71.4931958062  2491.36289
AREQ 94MAR06 1994.1766 49417  739 0  -71.5    726  0.562768  -1821174 -0.633597  2491  0.378453  0.0610 0.001282 0.000986 0.004515 -0.095347 -0.100362  0.090596 -16.4656685934  -71.4931958928  2491.37845
AREQ 94MAR07 1994.1793 49418  739 1  -71.5    726  0.568495  -1821174 -0.613298  2491  0.390723  0.0610 0.001142 0.000900 0.004250 -0.011173 -0.036873  0.080690 -16.4656684100  -71.4931958392  2491.39072
AREQ 94MAR08 1994.1821 49419  739 2  -71.5    726  0.569338  -1821174 -0.603820  2491  0.410901  0.0610 0.001056 0.000886 0.003915 -0.039147 -0.044229  0.079605 -16.4656683243  -71.4931958313  2491.41090
AREQ 94MAR09 1994.1848 49420  739 3  -71.5    726  0.578418  -1821174 -0.623906  2491  0.354837  0.0610 0.001176 0.000960 0.004462  0.066684  0.038267  0.183807 -16.4656685058  -71.4931957462  2491.35484
AREQ 94MAR10 1994.1875 49421  739 4  -71.5    726  0.570453  -1821174 -0.624188  2491  0.361809  0.0610 0.001298 0.000972 0.004692 -0.057401  0.073009  0.182449 -16.4656685084  -71.4931958208  2491.36181
AREQ 94MAR15 1994.2012 49426  740 2  -71.5    726  0.579818  -1821174 -0.625828  2491  0.369333  0.0610 0.001087 0.000846 0.003879 -0.067012 -0.190264  0.016846 -16.4656685232  -71.4931957331  2491.36933
AREQ 94MAR16 1994.2040 49427  740 3  -71.5    726  0.568660  -1821174 -0.623556  2491  0.368865  0.0610 0.001107 0.000890 0.004035 -0.122010 -0.132088  0.003242 -16.4656685027  -71.4931958376  2491.36887
AREQ 94MAR17 1994.2067 49428  740 4  -71.5    726  0.586138  -1821174 -0.630473  2491  0.371865  0.0610 0.001307 0.000932 0.004504 -0.125477 -0.101569  0.009676 -16.4656685652  -71.4931956739  2491.37187
AREQ 94MAR18 1994.2094 49429  740 5  -71.5    726  0.589761  -1821174 -0.621398  2491  0.378776  0.0610 0.001369 0.000917 0.004423 -0.026961 -0.108347  0.056289 -16.4656684832  -71.4931956400  2491.37878
AREQ 94MAR19 1994.2122 49430  740 6  -71.5    726  0.580496  -1821174 -0.623795  2491  0.376571  0.0610 0.001278 0.000944 0.004570 -0.071119 -0.255491 -0.039669 -16.4656685048  -71.4931957268  2491.37657
AREQ 94MAR20 1994.2149 49431  741 0  -71.5    726  0.574413  -1821174 -0.622834  2491  0.362073  0.0610 0.001228 0.000942 0.004205 -0.119284 -0.130865  0.038963 -16.4656684962  -71.4931957837  2491.36207
AREQ 94MAR21 1994.2177 49432  741 1  -71.5    726  0.595862  -1821174 -0.624377  2491  0.343319  0.0610 0.001710 0.001328 0.005898 -0.010195 -0.106273  0.093259 -16.4656685101  -71.4931955829  2491.34332
AREQ 94MAR22 1994.2204 49433  741 2  -71.5    726  0.555863  -1821174 -0.621819  2491  0.377050  0.0610 0.001394 0.001161 0.005188  0.118123 -0.108067  0.060993 -16.4656684870  -71.4931959574  2491.37705
AREQ 94MAR23 1994.2231 49434  741 3  -71.5    726  0.573282  -1821174 -0.608256  2491  0.370038  0.0610 0.001527 0.001271 0.005315 -0.164398 -0.311047  0.093476 -16.4656683644  -71.4931957943  2491.37004
AREQ 94MAR24 1994.2259 49435  741 4  -71.5    726  0.573799  -1821174 -0.608924  2491  0.402721  0.0610 0.001394 0.001104 0.005098  0.005732 -0.143890  0.150703 -16.4656683705  -71.4931957895  2491.40272
AREQ 94MAR25 1994.2286 49436  741 5  -71.5    726  0.584762  -1821174 -0.629617  2491  0.361931  0.0610 0.001659 0.001197 0.005712 -0.032179 -0.146255  0.146293 -16.4656685574  -71.4931956868  2491.36193
AREQ 94MAR26 1994.2313 49437  741 6  -71.5    726  0.580220  -1821174 -0.625526  2491  0.367872  0.0610 0.001269 0.001039 0.004773 -0.035064 -0.184274  0.023899 -16.4656685205  -71.4931957293  2491.36787
AREQ 94MAR27 1994.2341 49438  742 0  -71.5    726  0.707788  -1821174 -0.637022  2491  0.337755  0.0610 0.003996 0.001989 0.007754 -0.238879 -0.262215 -0.005538 -16.4656686244  -71.4931945347  2491.33776
AREQ 94MAR28 1994.2368 49439  742 1  -71.5    726  0.563259  -1821174 -0.631770  2491  0.371202  0.0610 0.001246 0.000993 0.004674 -0.034944 -0.081094  0.062367 -16.4656685769  -71.4931958882  2491.37120
AREQ 94MAR29 1994.2396 49440  742 2  -71.5    726  0.649606  -1821174 -0.570468  2491  0.205096  0.0610 0.002521 0.002038 0.009578  0.253105 -0.286566 -0.209313 -16.4656680230  -71.4931950796  2491.20510
AREQ 94MAR30 1994.2423 49441  742 3  -71.5    769  0.695296  -1821157 -0.591551  2491 -2.097192  0.0610 0.001097 0.000872 0.003818  0.047879 -0.107366 -0.065741 -16.4655145947  -71.4927919714  2488.90281
AREQ 94MAR31 1994.2450 49442  742 4  -71.5    769  0.689994  -1821157 -0.581022  2491 -2.088431  0.0610 0.001035 0.000860 0.003858 -0.015554 -0.151650 -0.028198 -16.4655144995  -71.4927920211  2488.91157
AREQ 94APR01 1994.2478 49443  742 5  -71.5    769  0.681509  -1821157 -0.589149  2491 -2.077815  0.0610 0.001033 0.000853 0.003849  0.025802 -0.111394 -0.041722 -16.4655145730  -71.4927921005  2488.92218
AREQ 94APR02 1994.2505 49444  742 6  -71.5    769  0.689739  -1821157 -0.585475  2491 -2.088108  0.0610 0.001032 0.000881 0.003996 -0.034510 -0.012867  0.023840 -16.4655145398  -71.4927920235  2488.91189
AREQ 94APR03 1994.2533 49445  743 0  -71.5    769  0.705357  -1821157 -0.578088  2491 -2.078048  0.0610 0.001207 0.000933 0.004180  0.074460 -0.090970  0.037749 -16.4655144730  -71.4927918772  2488.92195
AREQ 94APR04 1994.2560 49446  743 1  -71.5    769  0.677201  -1821157 -0.581504  2491 -2.100445  0.0610 0.001027 0.000901 0.004173  0.018830 -0.049907 -0.038118 -16.4655145039  -71.4927921409  2488.89955
AREQ 94APR05 1994.2587 49447  743 2  -71.5    769  0.684629  -1821157 -0.577516  2491 -2.091759  0.0610 0.001065 0.000874 0.003920  0.032546 -0.143678 -0.062979 -16.4655144678  -71.4927920713  2488.90824
AREQ 94APR06 1994.2615 49448  743 3  -71.5    769  0.705813  -1821157 -0.594764  2491 -2.094722  0.0610 0.001243 0.000954 0.004383 -0.031064 -0.148341 -0.010409 -16.4655146237  -71.4927918729  2488.90528
AREQ 94APR07 1994.2642 49449  743 4  -71.5    769  0.684442  -1821157 -0.576699  2491 -2.075132  0.0610 0.001173 0.000891 0.004245  0.011282 -0.164582  0.008104 -16.4655144605  -71.4927920731  2488.92487
AREQ 94APR08 1994.2669 49450  743 5  -71.5    769  0.704308  -1821157 -0.567158  2491 -2.082684  0.0610 0.001223 0.000969 0.004828  0.050194 -0.065061  0.012677 -16.4655143742  -71.4927918870  2488.91732
AREQ 94APR09 1994.2697 49451  743 6  -71.5    769  0.701831  -1821157 -0.558948  2491 -2.061634  0.0610 0.001193 0.000962 0.004110  0.040324 -0.051355 -0.037146 -16.4655143000  -71.4927919102  2488.93837
AREQ 94APR10 1994.2724 49452  744 0  -71.5    769  0.703560  -1821157 -0.569456  2491 -2.083365  0.0610 0.001152 0.000887 0.004047  0.006920 -0.092503  0.028078 -16.4655143950  -71.4927918941  2488.91664
AREQ 94APR11 1994.2752 49453  744 1  -71.5    769  0.688955  -1821157 -0.568035  2491 -2.082591  0.0610 0.001113 0.000885 0.003843 -0.002061 -0.093496 -0.036607 -16.4655143822  -71.4927920308  2488.91741
AREQ 94APR12 1994.2779 49454  744 2  -71.5    769  0.694436  -1821157 -0.566099  2491 -2.063610  0.0610 0.001110 0.000901 0.003900 -0.024615 -0.093763 -0.044908 -16.4655143647  -71.4927919795  2488.93639
AREQ 94APR13 1994.2806 49455  744 3  -71.5    769  0.692655  -1821157 -0.570964  2491 -2.088628  0.0610 0.001096 0.000864 0.003905 -0.019877 -0.079738 -0.054451 -16.4655144086  -71.4927919962  2488.91137
AREQ 94APR14 1994.2834 49456  744 4  -71.5    769  0.707891  -1821157 -0.596818  2491 -2.100206  0.0610 0.001266 0.000978 0.004575  0.087475 -0.065412  0.039722 -16.4655146423  -71.4927918535  2488.89979
AREQ 94APR16 1994.2888 49458  744 6  -71.5    769  0.691038  -1821157 -0.579810  2491 -2.085912  0.0610 0.001196 0.000939 0.004237  0.125769 -0.016756 -0.033135 -16.4655144886  -71.4927920113  2488.91409
AREQ 94APR17 1994.2916 49459  745 0  -71.5    769  0.693074  -1821157 -0.573629  2491 -2.084289  0.0610 0.001064 0.000893 0.003933  0.053478 -0.098889 -0.038912 -16.4655144327  -71.4927919923  2488.91571
AREQ 94APR18 1994.2943 49460  745 1  -71.5    769  0.697303  -1821157 -0.578171  2491 -2.082004  0.0610 0.001097 0.000882 0.003932  0.037915 -0.107019 -0.047307 -16.4655144738  -71.4927919526  2488.91800
AREQ 94APR23 1994.3080 49465  745 6  -71.5    769  0.679509  -1821157 -0.582376  2491 -2.104590  0.0610 0.001025 0.000838 0.003684 -0.014358 -0.080380 -0.044206 -16.4655145118  -71.4927921193  2488.89541
AREQ 94APR24 1994.3107 49466  746 0  -71.5    769  0.685984  -1821157 -0.570469  2491 -2.084336  0.0610 0.001030 0.000812 0.003649  0.040938 -0.137529 -0.074072 -16.4655144042  -71.4927920586  2488.91566
AREQ 94APR25 1994.3135 49467  746 1  -71.5    769  0.698065  -1821157 -0.579035  2491 -2.091960  0.0610 0.001112 0.000877 0.003953  0.015646 -0.025870 -0.030372 -16.4655144816  -71.4927919455  2488.90804
AREQ 94APR26 1994.3162 49468  746 2  -71.5    769  0.703999  -1821157 -0.580405  2491 -2.078066  0.0610 0.001063 0.000839 0.003784  0.055226 -0.128835 -0.056889 -16.4655144939  -71.4927918899  2488.92193
AREQ 94APR27 1994.3190 49469  746 3  -71.5    769  0.701414  -1821157 -0.583839  2491 -2.074078  0.0610 0.001185 0.000880 0.003938  0.038445 -0.108453 -0.075883 -16.4655145250  -71.4927919141  2488.92592
AREQ 94APR28 1994.3217 49470  746 4  -71.5    769  0.700019  -1821157 -0.590033  2491 -2.065980  0.0610 0.001106 0.000827 0.003870 -0.023411 -0.189944 -0.030166 -16.4655145810  -71.4927919272  2488.93402
AREQ 94APR29 1994.3244 49471  746 5  -71.5    769  0.701440  -1821157 -0.594211  2491 -2.098734  0.0610 0.001189 0.000837 0.003873 -0.001982 -0.144096 -0.061964 -16.4655146187  -71.4927919139  2488.90127
AREQ 94APR30 1994.3272 49472  746 6  -71.5    769  0.698620  -1821157 -0.577608  2491 -2.078458  0.0610 0.001083 0.000810 0.003595 -0.008916 -0.050867 -0.051984 -16.4655144687  -71.4927919403  2488.92154
AREQ 94MAY01 1994.3299 49473  747 0  -71.5    769  0.692447  -1821157 -0.584149  2491 -2.080489  0.0610 0.001128 0.000807 0.003690  0.058242 -0.092791 -0.063614 -16.4655145278  -71.4927919981  2488.91951
AREQ 94MAY02 1994.3326 49474  747 1  -71.5    769  0.696209  -1821157 -0.580660  2491 -2.075016  0.0610 0.001124 0.000846 0.003744 -0.000599 -0.076602 -0.104397 -16.4655144963  -71.4927919629  2488.92498
AREQ 94MAY03 1994.3354 49475  747 2  -71.5    769  0.696213  -1821157 -0.584073  2491 -2.085012  0.0610 0.001126 0.000795 0.003691  0.052900 -0.087420  0.011600 -16.4655145271  -71.4927919628  2488.91499
AREQ 94MAY04 1994.3381 49476  747 3  -71.5    769  0.691520  -1821157 -0.580636  2491 -2.083487  0.0610 0.001115 0.000820 0.003782  0.030556 -0.040089 -0.015884 -16.4655144960  -71.4927920068  2488.91651
AREQ 94MAY07 1994.3463 49479  747 6  -71.5    769  0.699728  -1821157 -0.591986  2491 -2.092920  0.0610 0.001134 0.000841 0.003852 -0.036808 -0.126593 -0.043681 -16.4655145986  -71.4927919299  2488.90708
AREQ 94MAY08 1994.3491 49480  748 0  -71.5    769  0.697988  -1821157 -0.590149  2491 -2.097369  0.0610 0.001086 0.000844 0.003881  0.061709 -0.017047  0.023591 -16.4655145820  -71.4927919462  2488.90263
AREQ 94MAY09 1994.3518 49481  748 1  -71.5    769  0.684531  -1821157 -0.586761  2491 -2.077319  0.0610 0.001201 0.000831 0.003942 -0.018838 -0.135943 -0.012094 -16.4655145514  -71.4927920722  2488.92268
AREQ 94MAY10 1994.3546 49482  748 2  -71.5    769  0.696311  -1821157 -0.587122  2491 -2.072638  0.0610 0.001203 0.000880 0.003951  0.020317 -0.061523 -0.027804 -16.4655145546  -71.4927919619  2488.92736
AREQ 94MAY11 1994.3573 49483  748 3  -71.5    769  0.686106  -1821157 -0.589480  2491 -2.091713  0.0610 0.001146 0.000825 0.003689 -0.016611 -0.100463 -0.096183 -16.4655145760  -71.4927920575  2488.90829
AREQ 94MAY12 1994.3600 49484  748 4  -71.5    769  0.692788  -1821157 -0.580737  2491 -2.094336  0.0610 0.001113 0.000851 0.003836  0.009063 -0.113831 -0.093217 -16.4655144969  -71.4927919949  2488.90566
AREQ 94MAY13 1994.3628 49485  748 5  -71.5    769  0.688287  -1821157 -0.583139  2491 -2.092280  0.0610 0.001057 0.000810 0.003538  0.045829 -0.047658 -0.070136 -16.4655145187  -71.4927920371  2488.90772
AREQ 94MAY14 1994.3655 49486  748 6  -71.5    769  0.689382  -1821157 -0.585356  2491 -2.082809  0.0610 0.001084 0.000830 0.003712  0.032767 -0.061562 -0.049886 -16.4655145387  -71.4927920268  2488.91719
AREQ 94MAY15 1994.3682 49487  749 0  -71.5    769  0.695171  -1821157 -0.589565  2491 -2.085064  0.0610 0.001061 0.000808 0.003658  0.064884 -0.110976 -0.026288 -16.4655145767  -71.4927919726  2488.91494
AREQ 94MAY16 1994.3710 49488  749 1  -71.5    769  0.703821  -1821157 -0.592526  2491 -2.093651  0.0610 0.001139 0.000838 0.003683  0.002424 -0.108431 -0.052331 -16.4655146035  -71.4927918916  2488.90635
AREQ 94MAY17 1994.3737 49489  749 2  -71.5    769  0.699305  -1821157 -0.574466  2491 -2.070961  0.0610 0.001074 0.000826 0.003638  0.047482 -0.091375 -0.071267 -16.4655144403  -71.4927919339  2488.92904
AREQ 94MAY18 1994.3765 49490  749 3  -71.5    769  0.695289  -1821157 -0.581607  2491 -2.075129  0.0610 0.001046 0.000821 0.003532  0.079716 -0.038269 -0.082148 -16.4655145048  -71.4927919715  2488.92487
AREQ 94MAY21 1994.3847 49493  749 6  -71.5    769  0.695027  -1821157 -0.581861  2491 -2.077719  0.0610 0.001057 0.000822 0.003685  0.011812 -0.024527 -0.046508 -16.4655145071  -71.4927919740  2488.92228
AREQ 94MAY23 1994.3901 49495  750 1  -71.5    769  0.691756  -1821157 -0.579789  2491 -2.091624  0.0610 0.001054 0.000844 0.003694  0.055259 -0.133384 -0.098627 -16.4655144884  -71.4927920046  2488.90838
AREQ 94MAY24 1994.3929 49496  750 2  -71.5    769  0.697053  -1821157 -0.577371  2491 -2.079794  0.0610 0.001217 0.000889 0.003843  0.048307 -0.182342 -0.059886 -16.4655144665  -71.4927919550  2488.92021
AREQ 94MAY25 1994.3956 49497  750 3  -71.5    769  0.695337  -1821157 -0.576255  2491 -2.081648  0.0610 0.000986 0.000830 0.003621  0.009936 -0.113266 -0.083575 -16.4655144564  -71.4927919711  2488.91835
AREQ 94MAY26 1994.3984 49498  750 4  -71.5    769  0.700743  -1821157 -0.582383  2491 -2.089242  0.0610 0.001035 0.000848 0.003682  0.008949 -0.112301 -0.060326 -16.4655145118  -71.4927919204  2488.91076
AREQ 94MAY27 1994.4011 49499  750 5  -71.5    769  0.706528  -1821157 -0.575164  2491 -2.077410  0.0610 0.001018 0.000832 0.003811  0.046264 -0.096521 -0.059016 -16.4655144466  -71.4927918663  2488.92259
AREQ 94MAY28 1994.4038 49500  750 6  -71.5    769  0.705372  -1821157 -0.581753  2491 -2.075754  0.0610 0.001031 0.000830 0.003450 -0.034275 -0.140385 -0.022180 -16.4655145061  -71.4927918771  2488.92425
AREQ 94MAY29 1994.4066 49501  751 0  -71.5    769  0.686555  -1821157 -0.581990  2491 -2.086317  0.0610 0.001018 0.000806 0.003523  0.028398 -0.076709 -0.060799 -16.4655145083  -71.4927920533  2488.91368
AREQ 94MAY30 1994.4093 49502  751 1  -71.5    769  0.705164  -1821157 -0.571270  2491 -2.084074  0.0610 0.000968 0.000793 0.003594  0.003543 -0.093201 -0.005524 -16.4655144114  -71.4927918790  2488.91593
AREQ 94MAY31 1994.4120 49503  751 2  -71.5    769  0.694896  -1821157 -0.576085  2491 -2.065490  0.0610 0.000971 0.000806 0.003536  0.046823 -0.134477 -0.058691 -16.4655144549  -71.4927919752  2488.93451
AREQ 94JUN01 1994.4148 49504  751 3  -71.5    769  0.690452  -1821157 -0.578285  2491 -2.074265  0.0610 0.001016 0.000845 0.003592  0.047893 -0.074885 -0.077279 -16.4655144748  -71.4927920168  2488.92574
AREQ 94JUN02 1994.4175 49505  751 4  -71.5    769  0.690603  -1821157 -0.584466  2491 -2.081180  0.0610 0.000997 0.000816 0.003579  0.072127 -0.104192 -0.095698 -16.4655145306  -71.4927920154  2488.91882
AREQ 94JUN03 1994.4203 49506  751 5  -71.5    769  0.700680  -1821157 -0.583339  2491 -2.089001  0.0610 0.000956 0.000814 0.003517  0.057657 -0.086273 -0.089757 -16.4655145205  -71.4927919210  2488.91100
AREQ 94JUN04 1994.4230 49507  751 6  -71.5    769  0.694269  -1821157 -0.585638  2491 -2.087546  0.0610 0.000975 0.000808 0.003499  0.046472 -0.062269 -0.069719 -16.4655145412  -71.4927919811  2488.91245
AREQ 94JUN05 1994.4257 49508  752 0  -71.5    769  0.693576  -1821157 -0.580421  2491 -2.069881  0.0610 0.000995 0.000822 0.003575  0.036268 -0.099737 -0.031561 -16.4655144941  -71.4927919876  2488.93012
AREQ 94JUN06 1994.4285 49509  752 1  -71.5    769  0.695735  -1821157 -0.582772  2491 -2.092876  0.0610 0.000973 0.000793 0.003443 -0.006643 -0.084391 -0.005941 -16.4655145153  -71.4927919673  2488.90712
AREQ 94JUN07 1994.4312 49510  752 2  -71.5    769  0.689462  -1821157 -0.578400  2491 -2.077509  0.0610 0.001027 0.000826 0.003664  0.024550 -0.148539 -0.109360 -16.4655144758  -71.4927920261  2488.92249
AREQ 94JUN08 1994.4339 49511  752 3  -71.5    769  0.702389  -1821157 -0.583944  2491 -2.076801  0.0610 0.001053 0.000924 0.003845  0.008078 -0.010955 -0.074576 -16.4655145259  -71.4927919050  2488.92320
AREQ 94JUN09 1994.4367 49512  752 4  -71.5    769  0.704242  -1821157 -0.577582  2491 -2.089391  0.0610 0.000970 0.000806 0.003536  0.037565 -0.120393 -0.039103 -16.4655144684  -71.4927918877  2488.91061
AREQ 94JUN10 1994.4394 49513  752 5  -71.5    769  0.705672  -1821157 -0.589348  2491 -2.090081  0.0610 0.001093 0.000892 0.003915  0.005260 -0.090135  0.037656 -16.4655145748  -71.4927918743  2488.90992
AREQ 94JUN11 1994.4422 49514  752 6  -71.5    769  0.711488  -1821157 -0.582038  2491 -2.100551  0.0610 0.001025 0.000884 0.003817 -0.015833 -0.106572  0.024162 -16.4655145087  -71.4927918198  2488.89945
AREQ 94JUN12 1994.4449 49515  753 0  -71.5    769  0.700954  -1821157 -0.578636  2491 -2.083464  0.0610 0.000938 0.000786 0.003545  0.001480 -0.128992 -0.000515 -16.4655144780  -71.4927919185  2488.91654
AREQ 94JUN13 1994.4476 49516  753 1  -71.5    769  0.698745  -1821157 -0.577750  2491 -2.078816  0.0610 0.000984 0.000791 0.003477  0.066131 -0.100412 -0.047751 -16.4655144700  -71.4927919391  2488.92118
AREQ 94JUN14 1994.4504 49517  753 2  -71.5    769  0.679204  -1821157 -0.568693  2491 -2.085730  0.0610 0.001041 0.000833 0.003640  0.009709 -0.139580 -0.013751 -16.4655143881  -71.4927921221  2488.91427
AREQ 94JUN15 1994.4531 49518  753 3  -71.5    769  0.704139  -1821157 -0.583013  2491 -2.092672  0.0610 0.001037 0.000832 0.003644 -0.007783 -0.095478 -0.027912 -16.4655145175  -71.4927918886  2488.90733
AREQ 94JUN16 1994.4559 49519  753 4  -71.5    769  0.705733  -1821157 -0.577372  2491 -2.085647  0.0610 0.000973 0.000839 0.003768 -0.010997 -0.154555 -0.059854 -16.4655144665  -71.4927918737  2488.91435
AREQ 94JUN17 1994.4586 49520  753 5  -71.5    769  0.713440  -1821157 -0.572368  2491 -2.083895  0.0610 0.000977 0.000823 0.003581  0.005305 -0.066571 -0.051669 -16.4655144213  -71.4927918015  2488.91611
AREQ 94JUN18 1994.4613 49521  753 6  -71.5    769  0.708629  -1821157 -0.571255  2491 -2.073260  0.0610 0.001013 0.000898 0.003803  0.014411 -0.074673 -0.006698 -16.4655144113  -71.4927918466  2488.92674
