*YYYYMMDD HHMMSS JJJJJ.JJJJ         X             Y             Z            Sx        Sy       Sz     Rxy   Rxz    Ryz            NLat         Elong         Height         dN        dE        dU         Sn       Se       Su      Rne    Rnu    Reu  Soln
 20210329 115900 59302.4993  1952594.27629 -5808509.66687 -1780816.83961  0.00288  0.00649  0.00287 -0.541 -0.583  0.709     -16.3075786663  288.5806356937 4971.47801     0.04259   0.01812   0.06416    0.00188  0.00237  0.00704 -0.213 -0.154 -0.118 orbit
 20210330 115900 59303.4993  1952594.27506 -5808509.66770 -1780816.83845  0.00285  0.00663  0.00283 -0.533 -0.583  0.704     -16.3075786552  288.5806356803 4971.47807     0.04382   0.01669   0.06422    0.00187  0.00238  0.00714 -0.229 -0.117 -0.153 orbit
 20210331 115900 59304.4993  1952594.27412 -5808509.66527 -1780816.84102  0.00272  0.00629  0.00275 -0.556 -0.590  0.683     -16.3075786841  288.5806356792 4971.47629     0.04060   0.01657   0.06244    0.00187  0.00222  0.00679 -0.241 -0.110 -0.128 orbit
 20210401 115900 59305.4993  1952594.27515 -5808509.67805 -1780816.84451  0.00293  0.00684  0.00298 -0.530 -0.578  0.701     -16.3075786828  288.5806356503 4971.48921     0.04075   0.01348   0.07536    0.00198  0.00246  0.00737 -0.223 -0.133 -0.159 orbit
 20210402 115900 59306.4993  1952594.27305 -5808509.66514 -1780816.83988  0.00274  0.00642  0.00276 -0.540 -0.596  0.673     -16.3075786754  288.5806356702 4971.47553     0.04158   0.01560   0.06168    0.00189  0.00228  0.00690 -0.273 -0.085 -0.153 orbit
 20210403 115900 59307.4993  1952594.27416 -5808509.66567 -1780816.84155  0.00292  0.00667  0.00295 -0.552 -0.616  0.667     -16.3075786877  288.5806356784 4971.47682     0.04020   0.01648   0.06297    0.00204  0.00239  0.00721 -0.300 -0.108 -0.114 orbit
 20210404 115900 59308.4993  1952594.27617 -5808509.66932 -1780816.84039  0.00277  0.00640  0.00279 -0.554 -0.612  0.686     -16.3075786672  288.5806356853 4971.48043     0.04248   0.01722   0.06658    0.00188  0.00226  0.00691 -0.277 -0.115 -0.127 orbit
 20210405 115900 59309.4993  1952594.27706 -5808509.66294 -1780816.84032  0.00285  0.00674  0.00293 -0.550 -0.610  0.694     -16.3075786813  288.5806357122 4971.47487     0.04092   0.02009   0.06102    0.00196  0.00235  0.00727 -0.270 -0.124 -0.152 orbit
 20210406 115900 59310.4993  1952594.27472 -5808509.66646 -1780816.83765  0.00287  0.00677  0.00290 -0.563 -0.613  0.695     -16.3075786516  288.5806356810 4971.47661     0.04422   0.01676   0.06276    0.00194  0.00233  0.00730 -0.267 -0.109 -0.142 orbit
 20210407 115900 59311.4993  1952594.27442 -5808509.66313 -1780816.83898  0.00302  0.00693  0.00308 -0.546 -0.610  0.688     -16.3075786713  288.5806356883 4971.47387     0.04203   0.01754   0.06002    0.00207  0.00248  0.00749 -0.274 -0.140 -0.126 orbit
 20210408 115900 59312.4993  1952594.27657 -5808509.66999 -1780816.84075  0.00300  0.00665  0.00298 -0.550 -0.623  0.699     -16.3075786685  288.5806356868 4971.48126     0.04235   0.01738   0.06741    0.00197  0.00244  0.00723 -0.283 -0.162 -0.091 orbit
 20210409 115900 59313.4993  1952594.27700 -5808509.66737 -1780816.83897  0.00317  0.00691  0.00320 -0.557 -0.628  0.718     -16.3075786590  288.5806356985 4971.47851     0.04340   0.01863   0.06466    0.00207  0.00255  0.00757 -0.265 -0.220 -0.067 orbit
 20210410 115900 59314.4993  1952594.28127 -5808509.66871 -1780816.84078  0.00305  0.00681  0.00313 -0.555 -0.639  0.696     -16.3075786680  288.5806357323 4971.48154     0.04240   0.02224   0.06769    0.00208  0.00247  0.00742 -0.306 -0.185 -0.088 orbit
 20210411 115900 59315.4993  1952594.27887 -5808509.67022 -1780816.84176  0.00312  0.00695  0.00332 -0.592 -0.639  0.719     -16.3075786748  288.5806357065 4971.48246     0.04164   0.01948   0.06861    0.00216  0.00243  0.00765 -0.257 -0.242 -0.060 orbit
 20210412 115900 59316.4993  1952594.27658 -5808509.66298 -1780816.83821  0.00289  0.00668  0.00293 -0.565 -0.612  0.705     -16.3075786633  288.5806357079 4971.47418     0.04292   0.01963   0.06033    0.00193  0.00233  0.00724 -0.249 -0.143 -0.120 orbit
 20210413 115900 59317.4993  1952594.27442 -5808509.66478 -1780816.83809  0.00290  0.00666  0.00299 -0.585 -0.632  0.709     -16.3075786597  288.5806356833 4971.47512     0.04333   0.01701   0.06127    0.00196  0.00229  0.00726 -0.265 -0.171 -0.097 orbit
 20210414 115900 59318.4993  1952594.27714 -5808509.66904 -1780816.83955  0.00283  0.00651  0.00284 -0.569 -0.615  0.705     -16.3075786599  288.5806356947 4971.48023     0.04330   0.01823   0.06638    0.00187  0.00227  0.00706 -0.253 -0.137 -0.113 orbit
 20210415 115900 59319.4993  1952594.27760 -5808509.66834 -1780816.84049  0.00295  0.00689  0.00306 -0.569 -0.608  0.710     -16.3075786693  288.5806357010 4971.48000     0.04225   0.01889   0.06615    0.00201  0.00238  0.00747 -0.234 -0.160 -0.129 orbit
 20210416 115900 59320.4993  1952594.27542 -5808509.66731 -1780816.83918  0.00285  0.00658  0.00284 -0.546 -0.617  0.697     -16.3075786622  288.5806356846 4971.47802     0.04304   0.01715   0.06417    0.00188  0.00235  0.00710 -0.283 -0.122 -0.131 orbit
 20210417 115900 59321.4993  1952594.27490 -5808509.66503 -1780816.83708  0.00279  0.00639  0.00279 -0.560 -0.616  0.700     -16.3075786499  288.5806356869 4971.47520     0.04441   0.01739   0.06135    0.00184  0.00226  0.00692 -0.268 -0.133 -0.113 orbit
 20210418 115900 59322.4993  1952594.27635 -5808509.66497 -1780816.83650  0.00268  0.00630  0.00271 -0.546 -0.598  0.690     -16.3075786438  288.5806356999 4971.47543     0.04509   0.01878   0.06158    0.00182  0.00221  0.00678 -0.257 -0.106 -0.152 orbit
 20210419 115900 59323.4993  1952594.28136 -5808509.66873 -1780816.83768  0.00374  0.00774  0.00317 -0.616 -0.588  0.748     -16.3075786410  288.5806357331 4971.48072     0.04540   0.02232   0.06687    0.00197  0.00280  0.00849 -0.115 -0.093  0.023 orbit
 20210420 115900 59324.4993  1952594.27646 -5808509.66171 -1780816.83911  0.00306  0.00690  0.00320 -0.550 -0.611  0.704     -16.3075786742  288.5806357106 4971.47323     0.04170   0.01992   0.05938    0.00211  0.00250  0.00752 -0.252 -0.198 -0.107 orbit
 20210421 115900 59325.4993  1952594.27680 -5808509.66802 -1780816.83754  0.00306  0.00704  0.00313 -0.553 -0.619  0.714     -16.3075786452  288.5806356948 4971.47864     0.04493   0.01823   0.06479    0.00203  0.00250  0.00763 -0.259 -0.173 -0.123 orbit
 20210422 115900 59326.4993  1952594.27741 -5808509.66821 -1780816.83702  0.00309  0.00706  0.00312 -0.565 -0.602  0.727     -16.3075786397  288.5806356996 4971.47885     0.04555   0.01875   0.06500    0.00200  0.00249  0.00768 -0.208 -0.179 -0.112 orbit
 20210423 115900 59327.4993  1952594.27559 -5808509.66805 -1780816.84077  0.00297  0.00701  0.00306 -0.595 -0.618  0.715     -16.3075786741  288.5806356840 4971.47920     0.04172   0.01708   0.06535    0.00199  0.00233  0.00761 -0.229 -0.145 -0.118 orbit
 20210424 115900 59328.4993  1952594.27928 -5808509.66884 -1780816.84086  0.00304  0.00696  0.00311 -0.567 -0.627  0.723     -16.3075786700  288.5806357143 4971.48108     0.04218   0.02032   0.06723    0.00199  0.00244  0.00758 -0.255 -0.188 -0.108 orbit
 20210425 115900 59329.4993  1952594.27828 -5808509.67420 -1780816.84948  0.00304  0.00733  0.00356 -0.645 -0.606  0.642     -16.3075787326  288.5806356894 4971.48807     0.03520   0.01766   0.07422    0.00256  0.00225  0.00800 -0.242 -0.148 -0.092 orbit
 20210426 115900 59330.4993  1952594.27789 -5808509.66683 -1780816.83935  0.00289  0.00661  0.00291 -0.547 -0.593  0.692     -16.3075786629  288.5806357080 4971.47839     0.04297   0.01964   0.06454    0.00196  0.00237  0.00715 -0.242 -0.131 -0.126 orbit
 20210427 115900 59331.4993  1952594.27781 -5808509.67024 -1780816.83859  0.00278  0.00643  0.00279 -0.563 -0.607  0.705     -16.3075786481  288.5806356971 4971.48126     0.04461   0.01848   0.06741    0.00184  0.00225  0.00696 -0.243 -0.133 -0.124 orbit
 20210428 115900 59332.4993  1952594.27749 -5808509.66410 -1780816.83918  0.00282  0.00654  0.00290 -0.561 -0.604  0.710     -16.3075786682  288.5806357126 4971.47574     0.04237   0.02013   0.06189    0.00190  0.00229  0.00709 -0.233 -0.161 -0.128 orbit
 20210429 115900 59333.4993  1952594.27703 -5808509.66821 -1780816.84071  0.00278  0.00645  0.00287 -0.595 -0.639  0.692     -16.3075786720  288.5806356963 4971.47977     0.04195   0.01839   0.06592    0.00192  0.00218  0.00701 -0.288 -0.138 -0.094 orbit
 20210430 115900 59334.4993  1952594.27753 -5808509.66532 -1780816.83910  0.00268  0.00627  0.00272 -0.582 -0.615  0.696     -16.3075786646  288.5806357093 4971.47685     0.04278   0.01978   0.06300    0.00182  0.00213  0.00679 -0.253 -0.116 -0.119 orbit
 20210501 115900 59335.4993  1952594.27847 -5808509.67113 -1780816.84288  0.00286  0.00653  0.00302 -0.593 -0.645  0.687     -16.3075786826  288.5806357004 4971.48347     0.04077   0.01883   0.06962    0.00203  0.00223  0.00713 -0.300 -0.172 -0.077 orbit
 20210502 115900 59336.4993  1952594.27511 -5808509.66492 -1780816.83808  0.00281  0.00648  0.00288 -0.558 -0.614  0.693     -16.3075786586  288.5806356891 4971.47545     0.04344   0.01762   0.06160    0.00192  0.00229  0.00702 -0.268 -0.144 -0.121 orbit
