* YY  MM DD HR MIN     Sec          dNorth      +-            dEast        +-          dHeight      +-        RMS    #      Atm     +-         Fract DOY     Epoch  #BF NotF  Rho_UA
*                                    (m)        (m)            (m)        (m)         (m)           (m)      (mm)   DD      (mm)    (mm)
 2021  7 23 17 54   0.000000        81.7168    0.0120          3.6470    0.0107         -1.1001    0.0322    29.69  10     47.29     3.88   204.74583333333    169  54  10 S -0.381
 2021  7 23 17 54  30.000000        81.7153    0.0120          3.6471    0.0107         -1.1042    0.0321    27.93  10     47.31     3.91   204.74618055555    170  54  10 S -0.385
 2021  7 23 17 55   0.000000        81.7160    0.0121          3.6446    0.0107         -1.1005    0.0321    28.58  10     47.34     3.95   204.74652777778    171  54  10 S -0.389
 2021  7 23 17 55  30.000000        81.7224    0.0121          3.6432    0.0107         -1.0934    0.0320    26.63  10     47.36     3.99   204.74687500000    172  54  10 S -0.393
 2021  7 23 17 56   0.000000        81.7099    0.0121          3.6393    0.0107         -1.0935    0.0320    26.95  10     47.37     4.03   204.74722222223    173  54  10 S -0.398
 2021  7 23 17 56  30.000000        81.7134    0.0122          3.6414    0.0107         -1.1053    0.0319    30.41  10     47.39     4.08   204.74756944444    174  54  10 S -0.403
 2021  7 23 17 57   0.000001        81.7161    0.0122          3.6400    0.0107         -1.1030    0.0319    31.47  10     47.39     4.13   204.74791666667    175  54  10 S -0.408
 2021  7 23 17 57  29.999999        81.7163    0.0122          3.6417    0.0107         -1.1124    0.0319    30.93  10     47.41     4.19   204.74826388888    176  54  10 S -0.415
 2021  7 23 17 58   0.000000        81.7093    0.0122          3.6434    0.0108         -1.1276    0.0319    30.48  10     47.44     4.26   204.74861111112    177  54  10 S -0.421
 2021  7 23 17 58  29.999999        81.7136    0.0123          3.6404    0.0108         -1.1171    0.0319    31.08  10     47.50     4.33   204.74895833332    178  54  10 S -0.428
 2021  7 23 17 59   0.000000        81.7153    0.0123          3.6412    0.0108         -1.1228    0.0320    27.68  10     47.56     4.41   204.74930555556    179  54  10 S -0.436
 2021  7 23 17 59  29.999999        81.7151    0.0123          3.6418    0.0108         -1.1195    0.0320    27.87  10     47.60     4.50   204.74965277777    180  54  10 S -0.444
 2021  7 23 18  0   0.000000        81.7092    0.0124          3.6407    0.0108         -1.1156    0.0321    30.86  10     47.62     4.60   204.75000000000    181  54  10 S -0.453
