* YY  MM DD HR MIN     Sec          dNorth      +-            dEast        +-          dHeight      +-        RMS    #      Atm     +-         Fract DOY     Epoch  #BF NotF  Rho_UA
*                                    (m)        (m)            (m)        (m)         (m)           (m)      (mm)   DD      (mm)    (mm)
 2021  7 23 17  6  29.999999      -315.2218    0.0111        289.6042    0.0111          7.3057    0.0489    20.07   8     21.28     3.89   204.71284722221     74  53  10 S -0.340
 2021  7 23 17  7   0.000000      -315.2240    0.0110        289.6001    0.0106          7.2999    0.0449    18.01   9     21.14     3.85   204.71319444445     75  54  10 S -0.406
 2021  7 23 17  7  29.999999      -315.2223    0.0110        289.6041    0.0106          7.3102    0.0447    18.20   9     21.03     3.82   204.71354166666     76  54  10 S -0.402
 2021  7 23 17  8   0.000000      -315.2225    0.0110        289.6021    0.0106          7.3026    0.0446    15.81   9     20.94     3.80   204.71388888889     77  54  10 S -0.398
 2021  7 23 17  8  29.999999      -315.2221    0.0110        289.6039    0.0106          7.3129    0.0444    16.78   9     20.88     3.77   204.71423611110     78  54  10 S -0.394
 2021  7 23 17  9   0.000000      -315.2226    0.0110        289.6025    0.0106          7.3153    0.0442    16.39   9     20.82     3.75   204.71458333333     79  54  10 S -0.391
 2021  7 23 17  9  30.000000      -315.2210    0.0110        289.6038    0.0106          7.3176    0.0441    14.19   9     20.79     3.73   204.71493055555     80  54  10 S -0.387
 2021  7 23 17 10   0.000000      -315.2194    0.0110        289.6036    0.0106          7.3195    0.0439    15.55   9     20.77     3.72   204.71527777778     81  54  10 S -0.384
 2021  7 23 17 10  30.000000      -315.2218    0.0110        289.5992    0.0106          7.3133    0.0438    15.92   9     20.77     3.70   204.71562500000     82  54  10 S -0.381
 2021  7 23 17 11   0.000000      -315.2207    0.0110        289.6014    0.0105          7.3139    0.0436    15.59   9     20.79     3.69   204.71597222223     83  54  10 S -0.379
 2021  7 23 17 11  30.000000      -315.2199    0.0110        289.5994    0.0105          7.3028    0.0435    14.49   9     20.82     3.68   204.71631944444     84  54  10 S -0.376
 2021  7 23 17 12   0.000001      -315.2235    0.0110        289.5985    0.0105          7.3114    0.0434    15.86   9     20.86     3.67   204.71666666667     85  54  10 S -0.374
 2021  7 23 17 12  29.999999      -315.2238    0.0110        289.6010    0.0105          7.3062    0.0432    15.58   9     20.91     3.66   204.71701388888     86  54  10 S -0.372
 2021  7 23 17 13   0.000000      -315.2237    0.0110        289.5986    0.0105          7.2905    0.0431    18.22   9     20.95     3.65   204.71736111112     87  54  10 S -0.370
 2021  7 23 17 13  29.999999      -315.2235    0.0110        289.6007    0.0105          7.3179    0.0429    15.77   9     20.97     3.65   204.71770833332     88  54  10 S -0.368
 2021  7 23 17 14   0.000000      -315.2250    0.0111        289.6002    0.0105          7.3009    0.0428    17.13   9     20.98     3.64   204.71805555556     89  54  10 S -0.366
 2021  7 23 17 14  29.999999      -315.2255    0.0111        289.6000    0.0105          7.3066    0.0427    17.32   9     20.98     3.64   204.71840277777     90  54  10 S -0.364
 2021  7 23 17 15   0.000000      -315.2237    0.0111        289.5989    0.0105          7.3041    0.0425    15.93   9     20.98     3.63   204.71875000000     91  54  10 S -0.363
 2021  7 23 17 15  29.999999      -315.2222    0.0111        289.6010    0.0105          7.3025    0.0424    14.29   9     20.98     3.63   204.71909722222     92  54  10 S -0.361
 2021  7 23 17 16   0.000000      -315.2236    0.0111        289.6050    0.0105          7.3048    0.0423    17.00   9     20.97     3.63   204.71944444445     93  54  10 S -0.360
 2021  7 23 17 16  30.000000      -315.2201    0.0111        289.6027    0.0104          7.3008    0.0421    13.95   9     20.96     3.63   204.71979166666     94  54  10 S -0.359
 2021  7 23 17 17   0.000000      -315.2211    0.0111        289.6067    0.0104          7.3047    0.0420    15.47   9     20.96     3.62   204.72013888889     95  54  10 S -0.357
