* YY  MM DD HR MIN     Sec          dNorth      +-            dEast        +-          dHeight      +-        RMS    #      Atm     +-         Fract DOY     Epoch  #BF NotF  Rho_UA
*                                    (m)        (m)            (m)        (m)         (m)           (m)      (mm)   DD      (mm)    (mm)
 2021  7 23 17 33  30.000353        48.4609    0.0111         61.3882    0.0104          0.3122    0.0370    18.20  10     28.39     3.77   204.73159722631    128  54  10 S -0.346
 2021  7 23 17 34   0.000354        48.4618    0.0111         61.3896    0.0104          0.3184    0.0369    18.01  10     28.70     3.77   204.73194444854    129  54  10 S -0.346
 2021  7 23 17 34  30.000353        48.4587    0.0111         61.3869    0.0104          0.3170    0.0368    17.60  10     29.03     3.77   204.73229167076    130  54  10 S -0.345
 2021  7 23 17 35   0.000354        48.4590    0.0112         61.3886    0.0104          0.3169    0.0367    18.68  10     29.36     3.77   204.73263889299    131  54  10 S -0.345
 2021  7 23 17 35  30.000354        48.4572    0.0112         61.3876    0.0104          0.3073    0.0365    16.40  10     29.70     3.77   204.73298611520    132  54  10 S -0.345
 2021  7 23 17 36   0.000354        48.4586    0.0112         61.3898    0.0104          0.3127    0.0364    17.22  10     30.05     3.77   204.73333333743    133  54  10 S -0.345
 2021  7 23 17 36  30.000354        48.4555    0.0112         61.3885    0.0104          0.3215    0.0363    13.66  10     30.41     3.77   204.73368055965    134  54  10 S -0.345
 2021  7 23 17 37   0.000354        48.4598    0.0112         61.3897    0.0104          0.3200    0.0362    15.05  10     30.75     3.77   204.73402778188    135  54  10 S -0.345
 2021  7 23 17 37  30.000354        48.4567    0.0112         61.3901    0.0104          0.3156    0.0361    18.55  10     31.10     3.77   204.73437500410    136  54  10 S -0.345
 2021  7 23 17 38   0.000353        48.4576    0.0112         61.3878    0.0104          0.3107    0.0360    17.69  10     31.45     3.76   204.73472222631    137  54  10 S -0.345
 2021  7 23 17 38  30.000353        48.4598    0.0113         61.3856    0.0104          0.3083    0.0358    16.81  10     31.79     3.76   204.73506944853    138  54  10 S -0.345
 2021  7 23 17 39   0.000354        48.4599    0.0113         61.3873    0.0104          0.3182    0.0357    17.21  10     32.13     3.76   204.73541667076    139  54  10 S -0.345
 2021  7 23 17 39  30.000353        48.4593    0.0113         61.3887    0.0104          0.3174    0.0356    16.32  10     32.46     3.76   204.73576389298    140  54  10 S -0.345
 2021  7 23 17 40   0.000354        48.4617    0.0113         61.3871    0.0104          0.3165    0.0354    18.13  10     32.77     3.76   204.73611111521    141  54  10 S -0.345
 2021  7 23 17 40  30.000353        48.4615    0.0113         61.3883    0.0104          0.3222    0.0353    18.70  10     33.07     3.75   204.73645833742    142  54  10 S -0.346
 2021  7 23 17 41   0.000354        48.4623    0.0114         61.3896    0.0104          0.3193    0.0352    17.65  10     33.36     3.75   204.73680555965    143  54  10 S -0.346
 2021  7 23 17 41  30.000353        48.4626    0.0114         61.3911    0.0104          0.3202    0.0351    18.78  10     33.63     3.75   204.73715278187    144  54  10 S -0.346
 2021  7 23 17 42   0.000354        48.4614    0.0114         61.3933    0.0105          0.3101    0.0349    19.39  10     33.90     3.75   204.73750000410    145  54  10 S -0.346
 2021  7 23 17 42  30.000354        48.4642    0.0114         61.3915    0.0105          0.3090    0.0348    18.66  10     34.17     3.75   204.73784722632    146  54  10 S -0.347
 2021  7 23 17 43   0.000354        48.4663    0.0114         61.3892    0.0105          0.3174    0.0347    19.77  10     34.42     3.74   204.73819444855    147  54  10 S -0.347
 2021  7 23 17 43  30.000354        48.4635    0.0115         61.3896    0.0105          0.3131    0.0345    19.05  10     34.66     3.74   204.73854167076    148  54  10 S -0.347
 2021  7 23 17 44   0.000353        48.4599    0.0115         61.3914    0.0105          0.3027    0.0344    19.27  10     34.89     3.74   204.73888889298    149  54  10 S -0.348
 2021  7 23 17 44  30.000353        48.4604    0.0115         61.3943    0.0105          0.3026    0.0343    21.98  10     35.13     3.74   204.73923611519    150  54  10 S -0.348
 2021  7 23 17 45   0.000354        48.4605    0.0115         61.3912    0.0105          0.3103    0.0342    20.31  10     35.36     3.74   204.73958333742    151  54  10 S -0.349
 2021  7 23 17 45  30.000353        48.4610    0.0115         61.3899    0.0105          0.3047    0.0340    22.70  10     35.59     3.74   204.73993055964    152  54  10 S -0.350
 2021  7 23 17 46   0.000354        48.4636    0.0116         61.3910    0.0105          0.3027    0.0339    23.06  10     35.83     3.74   204.74027778187    153  54  10 S -0.350
 2021  7 23 17 46  30.000353        48.4613    0.0116         61.3906    0.0105          0.2982    0.0338    23.82  10     36.06     3.74   204.74062500409    154  54  10 S -0.351
