2021-09-25, DOY=268, TOD=10:10:17, SOD =  36617
268 36635 006552476174        746265    0.000000   0.000000             0
268 36635 206333795111        746182    0.000000   0.000000             0
268 36635 406733065945        746245    0.000000   0.000000             0
268 36635 606747805061        746249    0.000000   0.000000             0
268 36635 806752916600        746193    0.000000   0.000000             0
268 36636 006622666217        746246    0.000000   0.000000             0
268 36636 206490869110        746205    0.000000   0.000000             0
268 36636 406193511160        746222    0.000000   0.000000             0
268 36636 606495846259        746236    0.000000   0.000000             0
268 36636 806529174901        746226    0.000000   0.000000             0
268 36637 006872414378        746176    0.000000   0.000000             0
268 36637 206811427481        746239    0.000000   0.000000             0
268 36637 406594641521        746167    0.000000   0.000000             0
268 36637 606376163494        746276    0.000000   0.000000             0
268 36637 807121945669        746185    0.000000   0.000000             0
268 36638 007052678979        746216    0.000000   0.000000             0
268 36638 206778373060        746207    0.000000   0.000000             0
268 36638 406508827502        746217    0.000000   0.000000             0
268 36638 606690570268        746206    0.000000   0.000000             0
268 36638 806769360024        746264    0.000000   0.000000             0
268 36639 007128427089        746204    0.000000   0.000000             0
268 36639 206860313527        746200    0.000000   0.000000             0
268 36639 406587445977        746187    0.000000   0.000000             0
268 36639 606897439990        746216    0.000000   0.000000             0
268 36639 806807710447        746208    0.000000   0.000000             0
268 36640 006921983244        746229    0.000000   0.000000             0
268 36640 206675753652        746175    0.000000   0.000000             0
268 36640 406737706457        746220    0.000000   0.000000             0
268 36640 606633350733        746216    0.000000   0.000000             0
268 36640 806550972236        746259    0.000000   0.000000             0
268 36641 006940595864        746230    0.000000   0.000000             0
268 36641 207080581662        746192    0.000000   0.000000             0
268 36641 406882740936        746248    0.000000   0.000000             0
268 36641 606668922956        746211    0.000000   0.000000             0
268 36641 806454161917        746191    0.000000   0.000000             0
268 36642 006326356452        746212    0.000000   0.000000             0
268 36642 206463712129        746121    0.000000   0.000000             0
268 36642 406398403749        746229    0.000000   0.000000             0
268 36642 606583293142        746179    0.000000   0.000000             0
268 36642 806562541315        746223    0.000000   0.000000             0
268 36643 006545003482        746203    0.000000   0.000000             0
268 36643 206912604306        746235    0.000000   0.000000             0
268 36643 407022871761        746226    0.000000   0.000000             0
268 36643 607066087039        746183    0.000000   0.000000             0
268 36643 806602155455        746232    0.000000   0.000000             0
268 36644 006146921827        746233    0.000000   0.000000             0
268 36644 206821375978        746244    0.000000   0.000000             0
268 36644 406811085413        746192    0.000000   0.000000             0
268 36644 606611993826        746253    0.000000   0.000000             0
268 36644 806358415270        746204    0.000000   0.000000             0
268 36645 006183657722        746248    0.000000   0.000000             0
268 36645 206202430956        746182    0.000000   0.000000             0
268 36645 406255816284        746236    0.000000   0.000000             0
268 36645 606156480724        746240    0.000000   0.000000             0
268 36645 806359096539        746156    0.000000   0.000000             0
