2021-08-03, DOY=215, TOD=17:11:31, SOD =  61891
215 61891 206374506786    4499131507    0.000000   0.000000             0
215 61891 606861390392    4497423636    0.000000   0.000000             0
215 61892 006646123009    4497975274    0.000000   0.000000             0
215 61892 206973546599    4496684860    0.000000   0.000000             0
215 61892 407006258698    4497049487    0.000000   0.000000             0
215 61892 606630699091    4497295279    0.000000   0.000000             0
215 61892 806256329546    4496803424    0.000000   0.000000             0
215 61893 006708799716    4497491386    0.000000   0.000000             0
215 61893 206730402017    4496680326    0.000000   0.000000             0
215 61893 406297089699    4496774126    0.000000   0.000000             0
215 61893 605875020447    4496563782    0.000000   0.000000             0
215 61893 806319570802    4496827454    0.000000   0.000000             0
215 61894 006106040899    4497294295    0.000000   0.000000             0
215 61894 206850351220    4496863710    0.000000   0.000000             0
215 61894 406950812925    4496881013    0.000000   0.000000             0
215 61894 607063004740    4497062882    0.000000   0.000000             0
215 61894 806965432472    4496954156    0.000000   0.000000             0
215 61895 006724515217    4497461060    0.000000   0.000000             0
215 61895 206486655952    4496710572    0.000000   0.000000             0
215 61895 406701419619    4496817926    0.000000   0.000000             0
215 61895 606341140148    4496749518    0.000000   0.000000             0
215 61895 806666308650    4496398656    0.000000   0.000000             0
215 61896 006547510602    4496927591    0.000000   0.000000             0
215 61896 206815263075    4496721696    0.000000   0.000000             0
215 61896 407087901214    4496849224    0.000000   0.000000             0
215 61896 607012774977    4496723805    0.000000   0.000000             0
215 61896 806937550129    4496862855    0.000000   0.000000             0
215 61897 006337549632    4496691255    0.000000   0.000000             0
215 61897 205675594814    4495206472    0.000000   0.000000             0
215 61897 406183915104    4495917837    0.000000   0.000000             0
215 61897 606271245575    4496494445    0.000000   0.000000             0
215 61897 806618042356    4496537994    0.000000   0.000000             0
215 61898 006566818687    4497186961    0.000000   0.000000             0
215 61898 206355546572    4495720895    0.000000   0.000000             0
215 61898 406308934173    4496001827    0.000000   0.000000             0
215 61898 606068599787    4496084545    0.000000   0.000000             0
215 61898 806987011041    4496756558    0.000000   0.000000             0
215 61899 006841565082    4497252160    0.000000   0.000000             0
215 61899 206686314443    4496369141    0.000000   0.000000             0
215 61899 406888968057    4496922204    0.000000   0.000000             0
215 61899 606877089536    4496995388    0.000000   0.000000             0
215 61899 806601228200    4496104995    0.000000   0.000000             0
215 61900 006271006510    4496826852    0.000000   0.000000             0
215 61900 206519470179    4496902723    0.000000   0.000000             0
215 61900 406305057659    4496140848    0.000000   0.000000             0
215 61900 606939468627    4497331158    0.000000   0.000000             0
215 61900 806977920118    4497104268    0.000000   0.000000             0
215 61901 006787363476    4497671883    0.000000   0.000000             0
215 61901 206586430708    4496012032    0.000000   0.000000             0
215 61901 406533017704    4497114015    0.000000   0.000000             0
215 61901 606237561005    4496569230    0.000000   0.000000             0
215 61901 806721128836    4496559154    0.000000   0.000000             0
215 61902 006641147615    4497259505    0.000000   0.000000             0
215 61902 206585078653    4496302679    0.000000   0.000000             0
215 61902 406746232802    4496851790    0.000000   0.000000             0
215 61902 606210552265    4496443700    0.000000   0.000000             0
215 61902 805661696882    4495093232    0.000000   0.000000             0
215 61903 006310259858    4496922828    0.000000   0.000000             0
215 61903 206097935989    4495862891    0.000000   0.000000             0
215 61903 406585569981    4496863823    0.000000   0.000000             0
215 61903 606516052634    4497140925    0.000000   0.000000             0
215 61903 806429823402    4496343727    0.000000   0.000000             0
215 61904 006318887266    4497004659    0.000000   0.000000             0
215 61904 206298840276    4496547603    0.000000   0.000000             0
215 61904 406111757948    4496139157    0.000000   0.000000             0
215 61904 606179859489    4496942055    0.000000   0.000000             0
215 61904 806267996835    4496597298    0.000000   0.000000             0
215 61905 006648399161    4497484953    0.000000   0.000000             0
215 61905 206764804861    4496179025    0.000000   0.000000             0
215 61905 406753235307    4496862773    0.000000   0.000000             0
215 61905 606592235541    4496872371    0.000000   0.000000             0
215 61905 806415459752    4496621542    0.000000   0.000000             0
215 61906 006247382029    4497260388    0.000000   0.000000             0
215 61906 206554156539    4496533495    0.000000   0.000000             0
215 61906 406418171988    4496426154    0.000000   0.000000             0
215 61906 606836435305    4496350924    0.000000   0.000000             0
215 61906 806839014760    4496171407    0.000000   0.000000             0
215 61907 006845068950    4497162683    0.000000   0.000000             0
215 61907 207081981869    4496000773    0.000000   0.000000             0
215 61907 406835142530    4496103151    0.000000   0.000000             0
215 61907 606598870640    4496917553    0.000000   0.000000             0
215 61907 806899504074    4496230204    0.000000   0.000000             0
215 61908 006716445911    4497327411    0.000000   0.000000             0
215 61908 206744491101    4496166177    0.000000   0.000000             0
215 61908 406558877505    4496811890    0.000000   0.000000             0
215 61908 606493002837    4496433779    0.000000   0.000000             0
215 61908 806241106606    4496286797    0.000000   0.000000             0
215 61909 006727940403    4496960051    0.000000   0.000000             0
215 61909 206550738767    4496672342    0.000000   0.000000             0
215 61909 406557246926    4496649471    0.000000   0.000000             0
215 61909 606380839105    4496591938    0.000000   0.000000             0
215 61909 806244482148    4495998931    0.000000   0.000000             0
215 61910 006004560804    4496657949    0.000000   0.000000             0
215 61910 206546818918    4496082859    0.000000   0.000000             0
215 61910 406571029838    4496511537    0.000000   0.000000             0
215 61910 606529572637    4496370453    0.000000   0.000000             0
215 61910 806360491551    4496054840    0.000000   0.000000             0
215 61911 006679887192    4497000311    0.000000   0.000000             0
215 61911 206324407329    4495772930    0.000000   0.000000             0
215 61911 406799087490    4496945633    0.000000   0.000000             0
215 61911 606514243300    4496240266    0.000000   0.000000             0
215 61911 806239323560    4496119486    0.000000   0.000000             0
215 61912 006532350788    4496686340    0.000000   0.000000             0
215 61912 206823968525    4496229492    0.000000   0.000000             0
215 61912 406803216945    4496366706    0.000000   0.000000             0
215 61912 606608997470    4496334725    0.000000   0.000000             0
215 61912 806410602439    4495987909    0.000000   0.000000             0
215 61913 006182875732    4496266823    0.000000   0.000000             0
215 61913 205772656787    4494624608    0.000000   0.000000             0
215 61913 406406750568    4496498258    0.000000   0.000000             0
215 61913 606343480991    4495608683    0.000000   0.000000             0
215 61913 806425145624    4495363348    0.000000   0.000000             0
215 61914 006658805323    4496776847    0.000000   0.000000             0
215 61914 206527325703    4495214109    0.000000   0.000000             0
